wavelength_nm,HDPE_white_GDS384,HDPE_black_GDS351,LDPE_white_GDS404,PET_clear_GDS380,PET_brown_GDS379,Polystyrene_blue_GDS345,ABS_black_GDS341,Polyester_black_GDS434,Nylon_olive_GDS428,Cotton_white_GDS437,Concrete_grey_GDS375,Brick_red_GDS349,Asphalt_black_GDS376,Asphalt_tar_GDS346,Cedar_fresh_GDS357,Cedar_weathered_GDS361,Pine_beam_GDS363,GreenVeg_aspen,DryGrass_golden_GDS480,DryNPV_Dspicata,BareSoil_playa,Water_turbid,IronOxide_GDS782,Goethite_GDS134,Cellulose_SAC6288,Lignin_SA370959
944,0.697666,0.106516,0.656520,0.499974,0.400812,0.837493,0.020345,0.746800,0.698379,0.639367,0.309580,0.178472,0.133332,0.024765,0.615684,0.254649,0.668275,0.469762,0.329665,0.534006,0.534025,0.011652,0.228977,0.126386,0.950041,0.331930
945,0.701478,0.106479,0.656630,0.499956,0.400839,0.837671,0.020342,0.746815,0.699244,0.639385,0.309573,0.178607,0.133429,0.024773,0.616028,0.255035,0.668437,0.469638,0.329833,0.534445,0.534165,0.011447,0.229986,0.126479,0.950075,0.333528
946,0.705019,0.106445,0.656723,0.499938,0.400858,0.837844,0.020335,0.746832,0.700067,0.639404,0.309566,0.178742,0.133520,0.024782,0.616361,0.255416,0.668598,0.469515,0.329999,0.534899,0.534273,0.011318,0.231004,0.126588,0.950087,0.335134
947,0.708277,0.106414,0.656799,0.499921,0.400872,0.838017,0.020325,0.746847,0.700845,0.639418,0.309557,0.178872,0.133610,0.024792,0.616683,0.255796,0.668766,0.469391,0.330162,0.535340,0.534365,0.011209,0.232029,0.126706,0.950094,0.336752
948,0.711250,0.106384,0.656861,0.499905,0.400881,0.838192,0.020317,0.746858,0.701579,0.639422,0.309547,0.178997,0.133700,0.024802,0.616992,0.256177,0.668931,0.469267,0.330324,0.535742,0.534464,0.011052,0.233056,0.126827,0.950135,0.338368
949,0.713943,0.106355,0.656913,0.499893,0.400889,0.838370,0.020314,0.746866,0.702269,0.639422,0.309541,0.179123,0.133795,0.024812,0.617283,0.256563,0.669080,0.469143,0.330483,0.536090,0.534587,0.010801,0.234095,0.126945,0.950172,0.339997
950,0.716362,0.106326,0.656960,0.499881,0.400897,0.838545,0.020315,0.746870,0.702913,0.639418,0.309541,0.179255,0.133894,0.024821,0.617551,0.256955,0.669197,0.469019,0.330639,0.536472,0.534728,0.010491,0.235144,0.127058,0.950178,0.341644
951,0.718522,0.106299,0.656995,0.499867,0.400904,0.838709,0.020317,0.746869,0.703515,0.639413,0.309545,0.179392,0.133997,0.024829,0.617793,0.257352,0.669282,0.468896,0.330791,0.536905,0.534872,0.010178,0.236192,0.127165,0.950162,0.343287
952,0.720443,0.106273,0.657007,0.499849,0.400912,0.838857,0.020319,0.746863,0.704081,0.639404,0.309547,0.179529,0.134101,0.024836,0.618005,0.257751,0.669338,0.468772,0.330937,0.537313,0.535010,0.009903,0.237256,0.127269,0.950087,0.344898
953,0.722147,0.106247,0.656985,0.499823,0.400918,0.838996,0.020319,0.746851,0.704619,0.639394,0.309542,0.179659,0.134204,0.024842,0.618185,0.258150,0.669370,0.468648,0.331079,0.537718,0.535145,0.009651,0.238353,0.127376,0.949954,0.346510
954,0.723655,0.106222,0.656936,0.499788,0.400922,0.839131,0.020317,0.746831,0.705131,0.639378,0.309531,0.179783,0.134305,0.024851,0.618330,0.258545,0.669376,0.468524,0.331219,0.538064,0.535283,0.009391,0.239500,0.127497,0.949805,0.348145
955,0.724993,0.106197,0.656874,0.499740,0.400922,0.839268,0.020312,0.746804,0.705621,0.639358,0.309521,0.179901,0.134402,0.024862,0.618442,0.258937,0.669349,0.468401,0.331359,0.538352,0.535426,0.009110,0.240630,0.127637,0.949730,0.349782
956,0.726186,0.106171,0.656812,0.499684,0.400920,0.839402,0.020307,0.746771,0.706088,0.639331,0.309516,0.180017,0.134496,0.024874,0.618518,0.259326,0.669283,0.468277,0.331496,0.538683,0.535575,0.008858,0.241748,0.127789,0.949566,0.351412
957,0.727247,0.106146,0.656757,0.499624,0.400918,0.839528,0.020303,0.746733,0.706538,0.639297,0.309517,0.180133,0.134591,0.024884,0.618556,0.259713,0.669175,0.468153,0.331632,0.538983,0.535726,0.008700,0.242854,0.127942,0.949350,0.353035
958,0.728186,0.106122,0.656706,0.499566,0.400918,0.839640,0.020301,0.746691,0.706971,0.639256,0.309522,0.180256,0.134689,0.024889,0.618554,0.260100,0.669021,0.468029,0.331766,0.539338,0.535877,0.008676,0.243972,0.128088,0.949106,0.354651
959,0.729010,0.106099,0.656659,0.499512,0.400921,0.839741,0.020300,0.746648,0.707391,0.639209,0.309527,0.180390,0.134788,0.024892,0.618508,0.260490,0.668821,0.467905,0.331896,0.539743,0.536027,0.008723,0.245140,0.128229,0.948786,0.356252
960,0.729732,0.106074,0.656613,0.499466,0.400925,0.839835,0.020296,0.746606,0.707802,0.639158,0.309530,0.180532,0.134885,0.024898,0.618417,0.260880,0.668579,0.467782,0.332024,0.539991,0.536175,0.008753,0.246324,0.128372,0.948527,0.357865
961,0.730362,0.106048,0.656567,0.499428,0.400930,0.839927,0.020289,0.746566,0.708209,0.639105,0.309527,0.180676,0.134978,0.024910,0.618279,0.261268,0.668302,0.467658,0.332149,0.540296,0.536321,0.008701,0.247443,0.128522,0.948226,0.359500
962,0.730911,0.106022,0.656517,0.499393,0.400933,0.840014,0.020279,0.746530,0.708615,0.639054,0.309515,0.180813,0.135067,0.024926,0.618095,0.261650,0.667999,0.467534,0.332269,0.540644,0.536468,0.008608,0.248630,0.128673,0.947810,0.361147
963,0.731395,0.105996,0.656457,0.499354,0.400934,0.840092,0.020270,0.746495,0.709015,0.639001,0.309497,0.180945,0.135154,0.024940,0.617862,0.262028,0.667665,0.467410,0.332383,0.540975,0.536618,0.008538,0.249819,0.128818,0.947320,0.362771
964,0.731828,0.105971,0.656380,0.499305,0.400930,0.840162,0.020263,0.746460,0.709404,0.638941,0.309481,0.181073,0.135242,0.024950,0.617582,0.262406,0.667289,0.467287,0.332488,0.541338,0.536775,0.008530,0.250976,0.128951,0.946887,0.364424
965,0.732227,0.105946,0.656280,0.499248,0.400923,0.840225,0.020260,0.746423,0.709772,0.638868,0.309472,0.181200,0.135331,0.024957,0.617254,0.262788,0.666861,0.467163,0.332588,0.541608,0.536945,0.008526,0.252194,0.129081,0.946442,0.366082
966,0.732595,0.105918,0.656166,0.499185,0.400912,0.840283,0.020258,0.746388,0.710124,0.638787,0.309471,0.181328,0.135424,0.024964,0.616879,0.263173,0.666384,0.467039,0.332682,0.541916,0.537133,0.008440,0.253394,0.129221,0.945918,0.367720
967,0.732930,0.105884,0.656057,0.499119,0.400899,0.840340,0.020258,0.746363,0.710471,0.638707,0.309472,0.181456,0.135519,0.024972,0.616460,0.263560,0.665872,0.466915,0.332774,0.542340,0.537340,0.008223,0.254582,0.129378,0.945324,0.369342
968,0.733232,0.105848,0.655971,0.499057,0.400887,0.840392,0.020259,0.746355,0.710820,0.638637,0.309471,0.181583,0.135618,0.024983,0.616001,0.263946,0.665334,0.466791,0.332862,0.542662,0.537549,0.007969,0.255812,0.129543,0.944837,0.370987
969,0.733507,0.105811,0.655905,0.499005,0.400877,0.840436,0.020257,0.746354,0.711167,0.638571,0.309470,0.181710,0.135718,0.024997,0.615502,0.264331,0.664772,0.466668,0.332947,0.542992,0.537740,0.007809,0.257062,0.129704,0.944349,0.372640
970,0.733766,0.105775,0.655850,0.498964,0.400872,0.840469,0.020251,0.746338,0.711500,0.638495,0.309471,0.181836,0.135818,0.025014,0.614965,0.264714,0.664179,0.466544,0.333029,0.543301,0.537899,0.007836,0.258311,0.129853,0.943780,0.374280
971,0.734020,0.105744,0.655794,0.498929,0.400869,0.840489,0.020245,0.746290,0.711807,0.638397,0.309480,0.181961,0.135918,0.025032,0.614389,0.265099,0.663550,0.466420,0.333111,0.543546,0.538046,0.007997,0.259517,0.129996,0.943174,0.375905
972,0.734271,0.105720,0.655731,0.498888,0.400867,0.840498,0.020240,0.746214,0.712089,0.638280,0.309494,0.182084,0.136019,0.025046,0.613792,0.265484,0.662901,0.466296,0.333193,0.543805,0.538205,0.008201,0.260804,0.130146,0.942668,0.377558
973,0.734515,0.105705,0.655659,0.498834,0.400864,0.840495,0.020238,0.746129,0.712352,0.638155,0.309509,0.182207,0.136121,0.025056,0.613196,0.265874,0.662262,0.466173,0.333279,0.544188,0.538396,0.008364,0.262091,0.130309,0.942208,0.379202
974,0.734748,0.105693,0.655575,0.498770,0.400856,0.840483,0.020238,0.746053,0.712602,0.638034,0.309521,0.182326,0.136221,0.025063,0.612624,0.266270,0.661660,0.466049,0.333367,0.544554,0.538604,0.008442,0.263358,0.130482,0.941777,0.380828
975,0.734965,0.105675,0.655481,0.498701,0.400844,0.840467,0.020237,0.745993,0.712845,0.637923,0.309527,0.182445,0.136318,0.025070,0.612081,0.266666,0.661095,0.465925,0.333457,0.544789,0.538808,0.008398,0.264634,0.130654,0.941424,0.382472
976,0.735160,0.105646,0.655384,0.498631,0.400825,0.840448,0.020234,0.745946,0.713085,0.637823,0.309527,0.182565,0.136410,0.025079,0.611564,0.267054,0.660557,0.465801,0.333547,0.545125,0.538990,0.008221,0.265909,0.130821,0.941050,0.384159
977,0.735329,0.105613,0.655288,0.498564,0.400805,0.840430,0.020227,0.745913,0.713328,0.637738,0.309518,0.182689,0.136501,0.025089,0.611071,0.267426,0.660036,0.465677,0.333639,0.545552,0.539155,0.008007,0.267180,0.130989,0.940651,0.385843
978,0.735475,0.105584,0.655194,0.498498,0.400789,0.840415,0.020219,0.745887,0.713569,0.637666,0.309506,0.182814,0.136592,0.025096,0.610601,0.267790,0.659540,0.465554,0.333732,0.546007,0.539312,0.007878,0.268423,0.131170,0.940297,0.387510
979,0.735606,0.105564,0.655097,0.498434,0.400781,0.840402,0.020209,0.745858,0.713801,0.637606,0.309499,0.182937,0.136686,0.025099,0.610155,0.268159,0.659087,0.465430,0.333828,0.546436,0.539468,0.007912,0.269704,0.131370,0.940077,0.389179
980,0.735732,0.105551,0.654996,0.498368,0.400777,0.840389,0.020203,0.745821,0.714018,0.637554,0.309503,0.183056,0.136785,0.025099,0.609734,0.268549,0.658693,0.465306,0.333928,0.546819,0.539629,0.008005,0.270982,0.131580,0.939736,0.390824
981,0.735849,0.105536,0.654889,0.498293,0.400771,0.840374,0.020205,0.745777,0.714218,0.637509,0.309518,0.183169,0.136889,0.025101,0.609341,0.268953,0.658358,0.465182,0.334033,0.547147,0.539798,0.008012,0.272229,0.131787,0.939460,0.392455
982,0.735950,0.105514,0.654778,0.498208,0.400760,0.840354,0.020217,0.745736,0.714400,0.637470,0.309540,0.183277,0.136998,0.025105,0.608980,0.269356,0.658071,0.465059,0.334145,0.547459,0.539976,0.007838,0.273534,0.131980,0.939249,0.394093
983,0.736026,0.105487,0.654665,0.498115,0.400745,0.840330,0.020234,0.745706,0.714565,0.637433,0.309562,0.183380,0.137107,0.025113,0.608655,0.269742,0.657822,0.464935,0.334263,0.547811,0.540157,0.007603,0.274832,0.132163,0.938932,0.395757
984,0.736069,0.105456,0.654551,0.498020,0.400729,0.840301,0.020246,0.745682,0.714711,0.637400,0.309580,0.183483,0.137211,0.025123,0.608369,0.270112,0.657606,0.464811,0.334384,0.548300,0.540333,0.007479,0.276129,0.132346,0.938573,0.397373
985,0.736076,0.105422,0.654441,0.497928,0.400715,0.840269,0.020246,0.745651,0.714836,0.637372,0.309590,0.183588,0.137303,0.025134,0.608124,0.270480,0.657424,0.464687,0.334507,0.548791,0.540498,0.007586,0.277464,0.132535,0.938314,0.399029
986,0.736038,0.105387,0.654337,0.497841,0.400702,0.840234,0.020239,0.745600,0.714936,0.637349,0.309586,0.183701,0.137388,0.025144,0.607922,0.270853,0.657275,0.464563,0.334632,0.549168,0.540656,0.007826,0.278783,0.132735,0.938086,0.400705
987,0.735963,0.105351,0.654236,0.497759,0.400687,0.840196,0.020229,0.745538,0.715018,0.637331,0.309573,0.183816,0.137470,0.025153,0.607761,0.271236,0.657161,0.464440,0.334762,0.549415,0.540814,0.008045,0.280087,0.132950,0.937734,0.402323
988,0.735860,0.105317,0.654131,0.497683,0.400669,0.840156,0.020222,0.745480,0.715094,0.637318,0.309562,0.183924,0.137553,0.025160,0.607636,0.271626,0.657087,0.464316,0.334895,0.549809,0.540975,0.008125,0.281352,0.133183,0.937500,0.404002
989,0.735740,0.105286,0.654015,0.497610,0.400652,0.840113,0.020217,0.745442,0.715172,0.637309,0.309561,0.184015,0.137638,0.025167,0.607544,0.272021,0.657059,0.464192,0.335031,0.550259,0.541124,0.008084,0.282611,0.133425,0.937151,0.405646
990,0.735599,0.105261,0.653890,0.497538,0.400636,0.840066,0.020213,0.745423,0.715249,0.637302,0.309569,0.184096,0.137726,0.025178,0.607488,0.272423,0.657071,0.464068,0.335164,0.550714,0.541242,0.007975,0.283909,0.133666,0.936782,0.407273
991,0.735426,0.105241,0.653763,0.497463,0.400624,0.840016,0.020209,0.745408,0.715307,0.637293,0.309577,0.184180,0.137817,0.025195,0.607472,0.272829,0.657116,0.463945,0.335292,0.551165,0.541317,0.007847,0.285247,0.133899,0.936587,0.408951
992,0.735212,0.105225,0.653641,0.497394,0.400616,0.839964,0.020205,0.745385,0.715335,0.637279,0.309577,0.184278,0.137907,0.025213,0.607501,0.273240,0.657183,0.463821,0.335419,0.551582,0.541372,0.007747,0.286584,0.134130,0.936256,0.410636
993,0.734965,0.105208,0.653523,0.497338,0.400612,0.839912,0.020204,0.745351,0.715331,0.637259,0.309571,0.184385,0.137988,0.025226,0.607565,0.273642,0.657261,0.463697,0.335547,0.552035,0.541435,0.007722,0.287847,0.134367,0.936022,0.412308
994,0.734709,0.105187,0.653407,0.497297,0.400610,0.839860,0.020206,0.745311,0.715304,0.637236,0.309565,0.184488,0.138059,0.025229,0.607643,0.274013,0.657339,0.463573,0.335680,0.552508,0.541528,0.007796,0.289082,0.134617,0.935777,0.413991
995,0.734458,0.105161,0.653289,0.497255,0.400602,0.839800,0.020211,0.745266,0.715262,0.637214,0.309565,0.184573,0.138134,0.025229,0.607718,0.274338,0.657407,0.463450,0.335819,0.552950,0.541644,0.007906,0.290366,0.134872,0.935384,0.415699
996,0.734150,0.105132,0.653158,0.497188,0.400577,0.839720,0.020215,0.745222,0.715206,0.637192,0.309570,0.184649,0.138233,0.025234,0.607823,0.274663,0.657491,0.463326,0.335966,0.553442,0.541763,0.007967,0.291700,0.135117,0.935205,0.417342
997,0.733683,0.105102,0.653001,0.497084,0.400529,0.839617,0.020218,0.745183,0.715137,0.637174,0.309578,0.184733,0.138364,0.025249,0.608020,0.275070,0.657638,0.463202,0.336115,0.553888,0.541874,0.007932,0.293021,0.135346,0.934937,0.418997
998,0.732982,0.105080,0.652813,0.496975,0.400473,0.839518,0.020217,0.745155,0.715054,0.637159,0.309585,0.184840,0.138491,0.025268,0.608355,0.275620,0.657884,0.463078,0.336227,0.554266,0.541980,0.007889,0.294283,0.135579,0.934676,0.420637
999,0.732302,0.105075,0.652644,0.496904,0.400430,0.839457,0.020213,0.745140,0.714945,0.637148,0.309591,0.184943,0.138569,0.025282,0.608703,0.276163,0.658140,0.462954,0.336256,0.554624,0.542086,0.007962,0.295795,0.135844,0.934518,0.422240
1000,0.732090,0.105095,0.652582,0.496902,0.400415,0.839459,0.020205,0.745143,0.714793,0.637141,0.309593,0.184992,0.138565,0.025286,0.608841,0.276423,0.658246,0.462831,0.336175,0.555231,0.542198,0.008227,0.297307,0.136158,0.934148,0.423911
1001,0.732731,0.105131,0.652702,0.496959,0.400428,0.839519,0.020201,0.745162,0.714579,0.637134,0.309590,0.184942,0.138502,0.025283,0.608569,0.276158,0.658061,0.462707,0.336031,0.555736,0.542312,0.008569,0.298653,0.136509,0.933811,0.425547
1002,0.733965,0.105170,0.652950,0.497052,0.400464,0.839622,0.020207,0.745194,0.714309,0.637125,0.309586,0.184822,0.138418,0.025281,0.608007,0.275513,0.657675,0.462583,0.335892,0.556237,0.542426,0.008824,0.299747,0.136877,0.933474,0.427183
1003,0.735152,0.105202,0.653196,0.497158,0.400515,0.839749,0.020229,0.745233,0.714002,0.637108,0.309589,0.184707,0.138350,0.025284,0.607456,0.274854,0.657311,0.462459,0.335815,0.556786,0.542536,0.008874,0.300759,0.137242,0.933132,0.428826
1004,0.735646,0.105218,0.653309,0.497239,0.400566,0.839857,0.020258,0.745274,0.713676,0.637079,0.309606,0.184672,0.138320,0.025294,0.607221,0.274551,0.657196,0.462336,0.335814,0.557255,0.542648,0.008791,0.301978,0.137587,0.932878,0.430492
1005,0.735126,0.105211,0.653221,0.497250,0.400596,0.839895,0.020281,0.745310,0.713345,0.637040,0.309635,0.184748,0.138348,0.025309,0.607451,0.274791,0.657429,0.462212,0.335892,0.557689,0.542767,0.008693,0.303333,0.137909,0.932691,0.432169
1006,0.733992,0.105178,0.653011,0.497166,0.400591,0.839829,0.020289,0.745348,0.713013,0.637018,0.309660,0.184877,0.138443,0.025327,0.607960,0.275347,0.657837,0.462593,0.336046,0.558131,0.542896,0.008671,0.304596,0.138208,0.932466,0.433811
1007,0.732741,0.105126,0.652773,0.497023,0.400554,0.839689,0.020281,0.745395,0.712684,0.637044,0.309659,0.184986,0.138569,0.025339,0.608517,0.275942,0.658211,0.463206,0.336240,0.558495,0.543025,0.008706,0.305760,0.138491,0.932284,0.435460
1008,0.731692,0.105066,0.652569,0.496870,0.400491,0.839515,0.020256,0.745447,0.712353,0.637119,0.309627,0.185036,0.138679,0.025337,0.608973,0.276397,0.658432,0.463800,0.336428,0.558940,0.543140,0.008752,0.306957,0.138774,0.932093,0.437104
1009,0.730774,0.105010,0.652387,0.496748,0.400412,0.839349,0.020220,0.745482,0.712008,0.637184,0.309588,0.185057,0.138739,0.025315,0.609368,0.276767,0.658585,0.464182,0.336581,0.559453,0.543233,0.008775,0.308252,0.139080,0.931880,0.438736
1010,0.729859,0.104964,0.652205,0.496656,0.400332,0.839208,0.020185,0.745476,0.711637,0.637176,0.309571,0.185091,0.138776,0.025289,0.609768,0.277135,0.658787,0.464357,0.336717,0.559925,0.543309,0.008798,0.309649,0.139426,0.931625,0.440350
1011,0.728868,0.104933,0.652011,0.496584,0.400267,0.839105,0.020167,0.745422,0.711235,0.637069,0.309592,0.185162,0.138829,0.025279,0.610207,0.277553,0.659099,0.464383,0.336871,0.560419,0.543380,0.008857,0.310980,0.139797,0.931355,0.441999
1012,0.727824,0.104920,0.651827,0.496523,0.400229,0.839045,0.020177,0.745353,0.710826,0.636931,0.309635,0.185258,0.138928,0.025300,0.610656,0.278000,0.659474,0.464318,0.337064,0.560889,0.543454,0.008974,0.312184,0.140169,0.931136,0.443682
1013,0.726767,0.104915,0.651678,0.496467,0.400213,0.839015,0.020202,0.745311,0.710439,0.636845,0.309681,0.185363,0.139056,0.025338,0.611076,0.278445,0.659846,0.464219,0.337285,0.561308,0.543530,0.009117,0.313345,0.140521,0.930967,0.445325
1014,0.725726,0.104905,0.651567,0.496412,0.400207,0.838990,0.020223,0.745319,0.710088,0.636852,0.309713,0.185462,0.139183,0.025373,0.611448,0.278867,0.660174,0.464144,0.337510,0.561730,0.543607,0.009243,0.314534,0.140845,0.930829,0.446999
1015,0.724715,0.104878,0.651454,0.496353,0.400201,0.838949,0.020221,0.745368,0.709768,0.636911,0.309723,0.185542,0.139280,0.025387,0.611806,0.279271,0.660472,0.464152,0.337715,0.562174,0.543681,0.009307,0.315743,0.141143,0.930720,0.448666
1016,0.723747,0.104830,0.651293,0.496292,0.400192,0.838883,0.020191,0.745448,0.709469,0.636970,0.309703,0.185592,0.139337,0.025373,0.612189,0.279667,0.660758,0.464279,0.337888,0.562617,0.543752,0.009297,0.316847,0.141418,0.930635,0.450265
1017,0.722830,0.104778,0.651066,0.496242,0.400193,0.838811,0.020154,0.745532,0.709172,0.636993,0.309653,0.185611,0.139386,0.025352,0.612617,0.280062,0.661046,0.464512,0.338041,0.563069,0.543818,0.009273,0.317986,0.141699,0.930524,0.451887
1018,0.721964,0.104742,0.650820,0.496219,0.400217,0.838755,0.020136,0.745573,0.708850,0.636985,0.309599,0.185622,0.139463,0.025351,0.613073,0.280464,0.661345,0.464833,0.338189,0.563549,0.543881,0.009304,0.319175,0.142021,0.930339,0.453505
1019,0.721152,0.104728,0.650610,0.496228,0.400269,0.838728,0.020149,0.745520,0.708470,0.636958,0.309564,0.185651,0.139584,0.025379,0.613535,0.280883,0.661658,0.465206,0.338342,0.564000,0.543941,0.009428,0.320302,0.142410,0.930229,0.455105
1020,0.720384,0.104712,0.650463,0.496247,0.400324,0.838708,0.020165,0.745372,0.708031,0.636926,0.309562,0.185709,0.139713,0.025408,0.613985,0.281315,0.661983,0.465563,0.338498,0.564443,0.543999,0.009614,0.321420,0.142822,0.930163,0.456677
1021,0.719641,0.104666,0.650348,0.496253,0.400357,0.838673,0.020154,0.745247,0.707599,0.636919,0.309572,0.185768,0.139811,0.025403,0.614420,0.281736,0.662300,0.465832,0.338651,0.564882,0.544056,0.009824,0.322595,0.143192,0.930085,0.458310
1022,0.718901,0.104580,0.650225,0.496235,0.400355,0.838611,0.020103,0.745276,0.707252,0.636971,0.309571,0.185799,0.139858,0.025352,0.614837,0.282119,0.662589,0.465981,0.338800,0.565293,0.544114,0.010026,0.323747,0.143474,0.930006,0.459934
1023,0.718142,0.104481,0.650068,0.496209,0.400335,0.838542,0.020039,0.745503,0.707012,0.637082,0.309548,0.185789,0.139884,0.025288,0.615239,0.282456,0.662843,0.466074,0.338947,0.565738,0.544176,0.010206,0.324761,0.143713,0.929949,0.461551
1024,0.717353,0.104404,0.649891,0.496196,0.400318,0.838489,0.019993,0.745782,0.706795,0.637191,0.309526,0.185774,0.139928,0.025251,0.615643,0.282791,0.663088,0.466185,0.339095,0.566197,0.544243,0.010351,0.325740,0.143989,0.929858,0.463220
1025,0.716522,0.104365,0.649713,0.496205,0.400316,0.838469,0.019983,0.745938,0.706497,0.637227,0.309533,0.185795,0.140009,0.025258,0.616064,0.283173,0.663356,0.466347,0.339247,0.566647,0.544318,0.010458,0.326828,0.144363,0.929786,0.464879
1026,0.715643,0.104346,0.649541,0.496224,0.400319,0.838482,0.019990,0.745885,0.706069,0.637161,0.309575,0.185868,0.140109,0.025286,0.616511,0.283624,0.663663,0.466494,0.339402,0.567123,0.544397,0.010533,0.327940,0.144797,0.929763,0.466483
1027,0.714723,0.104323,0.649367,0.496237,0.400315,0.838528,0.019989,0.745732,0.705581,0.637052,0.309623,0.185961,0.140205,0.025303,0.616966,0.284099,0.663989,0.466546,0.339558,0.567582,0.544476,0.010586,0.328968,0.145219,0.929750,0.468052
1028,0.713768,0.104285,0.649176,0.496235,0.400301,0.838601,0.019971,0.745617,0.705120,0.636975,0.309638,0.186033,0.140285,0.025294,0.617412,0.284546,0.664312,0.466475,0.339716,0.567973,0.544553,0.010627,0.329949,0.145575,0.929753,0.469638
1029,0.712782,0.104242,0.648962,0.496230,0.400289,0.838680,0.019951,0.745621,0.704741,0.636977,0.309605,0.186066,0.140362,0.025278,0.617837,0.284939,0.664617,0.466368,0.339873,0.568401,0.544630,0.010660,0.330971,0.145895,0.929732,0.471235
1030,0.711755,0.104209,0.648745,0.496235,0.400296,0.838745,0.019949,0.745720,0.704441,0.637057,0.309562,0.186090,0.140452,0.025276,0.618253,0.285311,0.664913,0.466325,0.340032,0.568850,0.544708,0.010691,0.332038,0.146242,0.929730,0.472824
1031,0.710677,0.104195,0.648544,0.496259,0.400328,0.838786,0.019974,0.745868,0.704206,0.637204,0.309549,0.186145,0.140565,0.025302,0.618672,0.285703,0.665210,0.466403,0.340192,0.569295,0.544791,0.010727,0.333123,0.146664,0.929730,0.474430
1032,0.709548,0.104193,0.648369,0.496292,0.400371,0.838819,0.020012,0.746023,0.704010,0.637387,0.309589,0.186246,0.140691,0.025343,0.619105,0.286136,0.665514,0.466556,0.340353,0.569758,0.544876,0.010783,0.334175,0.147133,0.929740,0.476027
1033,0.708385,0.104193,0.648198,0.496324,0.400411,0.838863,0.020046,0.746136,0.703792,0.637529,0.309655,0.186359,0.140819,0.025384,0.619547,0.286587,0.665824,0.466723,0.340514,0.570278,0.544962,0.010876,0.335265,0.147598,0.929780,0.477596
1034,0.707210,0.104189,0.648011,0.496354,0.400439,0.838926,0.020065,0.746158,0.703489,0.637547,0.309713,0.186445,0.140938,0.025414,0.619995,0.287028,0.666137,0.466867,0.340675,0.570734,0.545048,0.011008,0.336353,0.148019,0.929785,0.479170
1035,0.706049,0.104177,0.647799,0.496396,0.400461,0.838996,0.020068,0.746078,0.703083,0.637415,0.309743,0.186483,0.141045,0.025434,0.620442,0.287443,0.666445,0.466996,0.340837,0.571146,0.545133,0.011153,0.337324,0.148408,0.929784,0.480748
1036,0.704938,0.104155,0.647600,0.496469,0.400491,0.839058,0.020059,0.745969,0.702664,0.637236,0.309754,0.186494,0.141137,0.025445,0.620875,0.287844,0.666745,0.467127,0.341000,0.571596,0.545218,0.011281,0.338202,0.148794,0.929750,0.482338
1037,0.703914,0.104124,0.647450,0.496579,0.400534,0.839102,0.020042,0.745912,0.702333,0.637129,0.309762,0.186505,0.141214,0.025448,0.621280,0.288248,0.667028,0.467266,0.341163,0.572038,0.545304,0.011375,0.339097,0.149203,0.929686,0.483865
1038,0.703004,0.104087,0.647365,0.496706,0.400581,0.839128,0.020024,0.745961,0.702151,0.637162,0.309774,0.186535,0.141285,0.025448,0.621650,0.288665,0.667290,0.467401,0.341328,0.572489,0.545394,0.011448,0.340091,0.149630,0.929716,0.485425
1039,0.702219,0.104050,0.647313,0.496825,0.400625,0.839136,0.020015,0.746096,0.702090,0.637291,0.309788,0.186577,0.141358,0.025450,0.621999,0.289084,0.667539,0.467516,0.341493,0.572970,0.545491,0.011518,0.341047,0.150061,0.929832,0.486998
1040,0.701562,0.104014,0.647251,0.496921,0.400660,0.839129,0.020019,0.746290,0.702111,0.637451,0.309801,0.186623,0.141439,0.025457,0.622340,0.289495,0.667782,0.467596,0.341658,0.573431,0.545596,0.011596,0.341861,0.150485,0.929867,0.488526
1041,0.701043,0.103977,0.647154,0.497001,0.400689,0.839121,0.020030,0.746516,0.702174,0.637601,0.309811,0.186667,0.141524,0.025467,0.622685,0.289892,0.668024,0.467632,0.341824,0.573864,0.545702,0.011683,0.342715,0.150900,0.929898,0.490066
1042,0.700660,0.103931,0.647025,0.497072,0.400714,0.839119,0.020037,0.746749,0.702241,0.637734,0.309820,0.186710,0.141609,0.025477,0.623026,0.290278,0.668263,0.467615,0.341988,0.574329,0.545802,0.011777,0.343754,0.151311,0.929965,0.491582
1043,0.700417,0.103877,0.646872,0.497146,0.400740,0.839132,0.020037,0.746966,0.702275,0.637850,0.309832,0.186751,0.141692,0.025486,0.623357,0.290659,0.668497,0.467548,0.342153,0.574828,0.545892,0.011878,0.344773,0.151721,0.930012,0.493114
1044,0.700311,0.103823,0.646704,0.497233,0.400774,0.839153,0.020031,0.747146,0.702261,0.637946,0.309849,0.186792,0.141775,0.025492,0.623674,0.291037,0.668722,0.467463,0.342316,0.575307,0.545978,0.011983,0.345683,0.152140,0.929991,0.494648
1045,0.700335,0.103778,0.646535,0.497346,0.400823,0.839176,0.020021,0.747296,0.702238,0.638019,0.309866,0.186830,0.141860,0.025496,0.623987,0.291414,0.668941,0.467395,0.342478,0.575762,0.546066,0.012089,0.346574,0.152578,0.930071,0.496159
1046,0.700477,0.103746,0.646374,0.497488,0.400888,0.839193,0.020010,0.747416,0.702248,0.638060,0.309881,0.186861,0.141949,0.025499,0.624302,0.291788,0.669151,0.467368,0.342638,0.576215,0.546160,0.012195,0.347485,0.153041,0.930209,0.497676
