wavelength_nm,HDPE_white_GDS384,HDPE_black_GDS351,LDPE_white_GDS404,PET_clear_GDS380,PET_brown_GDS379,Polystyrene_blue_GDS345,ABS_black_GDS341,Polyester_black_GDS434,Nylon_olive_GDS428,Cotton_white_GDS437,Concrete_grey_GDS375,Brick_red_GDS349,Asphalt_black_GDS376,Asphalt_tar_GDS346,Cedar_fresh_GDS357,Cedar_weathered_GDS361,Pine_beam_GDS363,GreenVeg_aspen,DryGrass_golden_GDS480,DryNPV_Dspicata,BareSoil_playa,Water_turbid,IronOxide_GDS782,Goethite_GDS134,Cellulose_SAC6288,Lignin_SA370959
1337,0.658695,0.096440,0.613055,0.478237,0.397782,0.831441,0.018373,0.733881,0.707168,0.622823,0.320625,0.191887,0.168912,0.026270,0.572495,0.388741,0.628228,0.404134,0.368715,0.625210,0.560330,0.005823,0.503927,0.347069,0.885546,0.780245
1338,0.658540,0.096436,0.612900,0.477453,0.397540,0.830983,0.018369,0.733172,0.706905,0.622378,0.320656,0.191894,0.169011,0.026268,0.570729,0.388789,0.626742,0.403129,0.368457,0.624433,0.560287,0.005844,0.503997,0.347215,0.884448,0.779979
1339,0.658336,0.096431,0.612739,0.476534,0.397250,0.830486,0.018363,0.732375,0.706609,0.621907,0.320684,0.191898,0.169111,0.026264,0.568878,0.388822,0.625191,0.402094,0.368185,0.623632,0.560269,0.005855,0.504074,0.347355,0.883254,0.779654
1340,0.658093,0.096425,0.612569,0.475469,0.396908,0.829962,0.018356,0.731492,0.706274,0.621421,0.320711,0.191901,0.169211,0.026258,0.566946,0.388844,0.623577,0.401026,0.367900,0.622818,0.560279,0.005846,0.504146,0.347489,0.881983,0.779274
1341,0.657811,0.096421,0.612390,0.474267,0.396518,0.829424,0.018349,0.730519,0.705894,0.620922,0.320739,0.191903,0.169311,0.026253,0.564939,0.388857,0.621905,0.399952,0.367602,0.621974,0.560303,0.005823,0.504223,0.347619,0.880655,0.778863
1342,0.657475,0.096418,0.612209,0.472939,0.396088,0.828893,0.018343,0.729455,0.705463,0.620395,0.320769,0.191907,0.169408,0.026249,0.562867,0.388862,0.620188,0.398903,0.367292,0.621136,0.560320,0.005798,0.504337,0.347747,0.879251,0.778414
1343,0.657070,0.096419,0.612033,0.471494,0.395621,0.828382,0.018338,0.728293,0.704974,0.619821,0.320804,0.191913,0.169502,0.026248,0.560738,0.388861,0.618434,0.397900,0.366969,0.620292,0.560319,0.005777,0.504447,0.347876,0.877767,0.777949
1344,0.656585,0.096420,0.611863,0.469939,0.395122,0.827905,0.018335,0.727037,0.704425,0.619193,0.320844,0.191923,0.169594,0.026249,0.558562,0.388854,0.616654,0.396936,0.366635,0.619435,0.560303,0.005765,0.504502,0.348006,0.876184,0.777485
1345,0.656020,0.096420,0.611693,0.468280,0.394593,0.827476,0.018329,0.725707,0.703824,0.618526,0.320886,0.191933,0.169688,0.026250,0.556348,0.388836,0.614852,0.396000,0.366290,0.618563,0.560276,0.005768,0.504546,0.348141,0.874528,0.777005
1346,0.655378,0.096418,0.611515,0.466526,0.394038,0.827104,0.018322,0.724322,0.703179,0.617836,0.320926,0.191938,0.169784,0.026251,0.554104,0.388802,0.613028,0.395081,0.365935,0.617706,0.560241,0.005786,0.504608,0.348280,0.872763,0.776546
1347,0.654663,0.096415,0.611324,0.464700,0.393464,0.826796,0.018313,0.722902,0.702495,0.617131,0.320964,0.191936,0.169879,0.026252,0.551843,0.388752,0.611192,0.394174,0.365572,0.616844,0.560203,0.005810,0.504679,0.348420,0.870874,0.776095
1348,0.653874,0.096411,0.611123,0.462820,0.392874,0.826555,0.018303,0.721453,0.701755,0.616396,0.321000,0.191932,0.169972,0.026254,0.549579,0.388690,0.609354,0.393268,0.365202,0.615970,0.560162,0.005832,0.504748,0.348556,0.868925,0.775654
1349,0.653014,0.096406,0.610917,0.460909,0.392274,0.826384,0.018294,0.719984,0.700946,0.615614,0.321039,0.191928,0.170060,0.026258,0.547330,0.388626,0.607530,0.392360,0.364827,0.615096,0.560120,0.005844,0.504812,0.348684,0.866889,0.775199
1350,0.652078,0.096402,0.610710,0.458982,0.391669,0.826275,0.018288,0.718506,0.700055,0.614774,0.321083,0.191929,0.170145,0.026263,0.545109,0.388565,0.605731,0.391457,0.364448,0.614238,0.560072,0.005846,0.504867,0.348809,0.864800,0.774814
1351,0.651049,0.096398,0.610501,0.457056,0.391059,0.826219,0.018285,0.717041,0.699077,0.613889,0.321131,0.191933,0.170228,0.026270,0.542921,0.388508,0.603957,0.390566,0.364066,0.613400,0.560014,0.005837,0.504933,0.348937,0.862639,0.774446
1352,0.649907,0.096396,0.610287,0.455146,0.390451,0.826207,0.018286,0.715610,0.698008,0.612973,0.321180,0.191940,0.170309,0.026277,0.540771,0.388460,0.602211,0.389687,0.363683,0.612547,0.559945,0.005818,0.505009,0.349074,0.860402,0.774135
1353,0.648640,0.096394,0.610067,0.453269,0.389851,0.826221,0.018288,0.714231,0.696840,0.612037,0.321230,0.191948,0.170391,0.026284,0.538662,0.388420,0.600493,0.388798,0.363299,0.611681,0.559876,0.005796,0.505068,0.349218,0.858085,0.773886
1354,0.647240,0.096391,0.609836,0.451443,0.389264,0.826244,0.018288,0.712910,0.695553,0.611081,0.321279,0.191955,0.170473,0.026287,0.536594,0.388384,0.598805,0.387877,0.362915,0.610832,0.559820,0.005775,0.505110,0.349361,0.855746,0.773656
1355,0.645703,0.096388,0.609586,0.449682,0.388699,0.826257,0.018283,0.711649,0.694128,0.610103,0.321324,0.191960,0.170556,0.026288,0.534568,0.388349,0.597146,0.386907,0.362533,0.610009,0.559779,0.005760,0.505159,0.349499,0.853331,0.773464
1356,0.644021,0.096385,0.609314,0.447998,0.388159,0.826240,0.018276,0.710455,0.692548,0.609101,0.321365,0.191960,0.170641,0.026286,0.532584,0.388314,0.595518,0.385884,0.362153,0.609177,0.559735,0.005751,0.505203,0.349632,0.850883,0.773290
1357,0.642176,0.096384,0.609020,0.446402,0.387650,0.826173,0.018268,0.709343,0.690804,0.608076,0.321402,0.191957,0.170729,0.026286,0.530640,0.388281,0.593920,0.384804,0.361776,0.608319,0.559666,0.005748,0.505219,0.349762,0.848385,0.773168
1358,0.640147,0.096387,0.608703,0.444903,0.387176,0.826040,0.018261,0.708324,0.688887,0.607026,0.321432,0.191955,0.170818,0.026287,0.528737,0.388253,0.592352,0.383678,0.361404,0.607491,0.559560,0.005748,0.505219,0.349890,0.845894,0.773024
1359,0.637913,0.096392,0.608366,0.443512,0.386742,0.825831,0.018255,0.707412,0.686789,0.605955,0.321458,0.191953,0.170905,0.026290,0.526874,0.388233,0.590813,0.382538,0.361036,0.606663,0.559427,0.005740,0.505212,0.350017,0.843320,0.772896
1360,0.635449,0.096394,0.608011,0.442236,0.386356,0.825540,0.018249,0.706610,0.684500,0.604880,0.321481,0.191951,0.170988,0.026293,0.525059,0.388218,0.589311,0.381422,0.360674,0.605811,0.559280,0.005712,0.505199,0.350140,0.840838,0.772751
1361,0.632729,0.096394,0.607642,0.441081,0.386020,0.825159,0.018245,0.705923,0.682007,0.603816,0.321504,0.191949,0.171063,0.026297,0.523295,0.388206,0.587853,0.380339,0.360318,0.604968,0.559126,0.005662,0.505192,0.350257,0.838368,0.772604
1362,0.629733,0.096391,0.607262,0.440043,0.385736,0.824688,0.018239,0.705350,0.679310,0.602777,0.321527,0.191946,0.171134,0.026300,0.521590,0.388194,0.586444,0.379239,0.359969,0.604151,0.558956,0.005612,0.505182,0.350371,0.835984,0.772432
1363,0.626449,0.096385,0.606866,0.439117,0.385505,0.824129,0.018232,0.704883,0.676425,0.601767,0.321548,0.191940,0.171202,0.026302,0.519951,0.388184,0.585087,0.378061,0.359628,0.603337,0.558764,0.005584,0.505165,0.350486,0.833710,0.772255
1364,0.622864,0.096377,0.606447,0.438296,0.385326,0.823480,0.018222,0.704507,0.673369,0.600787,0.321564,0.191932,0.171269,0.026301,0.518382,0.388177,0.583785,0.376764,0.359296,0.602525,0.558546,0.005592,0.505153,0.350602,0.831559,0.772079
1365,0.618963,0.096369,0.606000,0.437571,0.385190,0.822754,0.018212,0.704209,0.670157,0.599844,0.321573,0.191921,0.171335,0.026300,0.516890,0.388176,0.582542,0.375352,0.358973,0.601702,0.558314,0.005620,0.505149,0.350717,0.829586,0.771877
1366,0.614717,0.096360,0.605518,0.436934,0.385090,0.821958,0.018204,0.703965,0.666797,0.598953,0.321574,0.191902,0.171398,0.026297,0.515483,0.388182,0.581372,0.373833,0.358659,0.600896,0.558082,0.005651,0.505154,0.350825,0.827849,0.771670
1367,0.610099,0.096352,0.604998,0.436374,0.385016,0.821106,0.018199,0.703753,0.663293,0.598131,0.321569,0.191875,0.171459,0.026293,0.514167,0.388200,0.580288,0.372211,0.358356,0.600087,0.557856,0.005671,0.505182,0.350924,0.826356,0.771478
1368,0.605101,0.096343,0.604433,0.435881,0.384960,0.820208,0.018195,0.703553,0.659661,0.597387,0.321559,0.191836,0.171518,0.026289,0.512947,0.388230,0.579297,0.370492,0.358063,0.599258,0.557621,0.005677,0.505226,0.351018,0.825091,0.771287
1369,0.599762,0.096330,0.603825,0.435441,0.384911,0.819278,0.018189,0.703357,0.655939,0.596718,0.321545,0.191788,0.171574,0.026284,0.511818,0.388274,0.578387,0.368679,0.357778,0.598429,0.557361,0.005666,0.505298,0.351116,0.824068,0.771084
1370,0.594128,0.096313,0.603178,0.435046,0.384863,0.818328,0.018182,0.703160,0.652168,0.596120,0.321530,0.191736,0.171628,0.026280,0.510776,0.388331,0.577548,0.366771,0.357503,0.597627,0.557067,0.005640,0.505379,0.351225,0.823216,0.770861
1371,0.588230,0.096293,0.602493,0.434689,0.384813,0.817364,0.018173,0.702953,0.648381,0.595589,0.321514,0.191679,0.171678,0.026277,0.509813,0.388400,0.576769,0.364760,0.357233,0.596796,0.556750,0.005613,0.505498,0.351338,0.822520,0.770624
1372,0.582060,0.096272,0.601775,0.434367,0.384759,0.816393,0.018164,0.702727,0.644582,0.595116,0.321495,0.191617,0.171725,0.026276,0.508919,0.388478,0.576042,0.362636,0.356968,0.595941,0.556421,0.005600,0.505623,0.351443,0.821939,0.770353
1373,0.575607,0.096253,0.601030,0.434072,0.384701,0.815422,0.018156,0.702473,0.640774,0.594695,0.321473,0.191549,0.171767,0.026276,0.508085,0.388566,0.575361,0.360387,0.356704,0.595085,0.556086,0.005606,0.505710,0.351531,0.821382,0.770045
1374,0.568868,0.096236,0.600259,0.433800,0.384637,0.814461,0.018149,0.702185,0.636969,0.594319,0.321446,0.191473,0.171806,0.026279,0.507299,0.388661,0.574719,0.357988,0.356438,0.594201,0.555732,0.005617,0.505788,0.351609,0.820949,0.769732
1375,0.561846,0.096221,0.599454,0.433542,0.384566,0.813519,0.018146,0.701861,0.633185,0.593974,0.321413,0.191386,0.171839,0.026284,0.506549,0.388761,0.574105,0.355415,0.356166,0.593275,0.555346,0.005618,0.505883,0.351687,0.820470,0.769343
1376,0.554551,0.096209,0.598604,0.433293,0.384488,0.812605,0.018146,0.701500,0.629446,0.593650,0.321375,0.191285,0.171869,0.026289,0.505823,0.388866,0.573510,0.352645,0.355884,0.592309,0.554911,0.005600,0.505981,0.351774,0.819994,0.768911
1377,0.546984,0.096196,0.597701,0.433047,0.384406,0.811717,0.018148,0.701105,0.625782,0.593337,0.321332,0.191169,0.171897,0.026295,0.505109,0.388972,0.572923,0.349653,0.355588,0.591244,0.554411,0.005570,0.506063,0.351868,0.819544,0.768410
1378,0.539130,0.096183,0.596739,0.432800,0.384322,0.810852,0.018148,0.700690,0.622231,0.593038,0.321287,0.191039,0.171924,0.026301,0.504394,0.389076,0.572324,0.346414,0.355272,0.590104,0.553828,0.005537,0.506137,0.351961,0.819082,0.767850
1379,0.530974,0.096167,0.595714,0.432548,0.384239,0.810008,0.018145,0.700272,0.618837,0.592755,0.321241,0.190898,0.171951,0.026305,0.503665,0.389172,0.571697,0.342918,0.354935,0.588881,0.553152,0.005510,0.506214,0.352048,0.818692,0.767235
1380,0.522498,0.096149,0.594618,0.432288,0.384157,0.809177,0.018139,0.699861,0.615635,0.592489,0.321195,0.190745,0.171974,0.026307,0.502910,0.389255,0.571025,0.339187,0.354572,0.587533,0.552376,0.005493,0.506295,0.352131,0.818314,0.766586
1381,0.513683,0.096127,0.593445,0.432014,0.384074,0.808348,0.018130,0.699465,0.612655,0.592237,0.321142,0.190579,0.171988,0.026307,0.502112,0.389323,0.570298,0.335242,0.354178,0.586100,0.551497,0.005489,0.506381,0.352213,0.818020,0.765825
1382,0.504511,0.096102,0.592186,0.431726,0.383989,0.807519,0.018120,0.699088,0.609926,0.591997,0.321075,0.190401,0.171991,0.026304,0.501257,0.389375,0.569506,0.331108,0.353753,0.584540,0.550523,0.005499,0.506469,0.352299,0.817784,0.765021
1383,0.494980,0.096074,0.590836,0.431419,0.383902,0.806689,0.018110,0.698732,0.607471,0.591762,0.320993,0.190209,0.171982,0.026301,0.500330,0.389408,0.568641,0.326806,0.353294,0.582848,0.549479,0.005514,0.506553,0.352383,0.817616,0.764090
1384,0.485139,0.096046,0.589397,0.431091,0.383809,0.805861,0.018102,0.698387,0.605305,0.591524,0.320898,0.190005,0.171960,0.026300,0.499322,0.389424,0.567698,0.322358,0.352797,0.581046,0.548392,0.005525,0.506635,0.352462,0.817561,0.763093
1385,0.475043,0.096017,0.587870,0.430738,0.383710,0.805041,0.018097,0.698042,0.603441,0.591272,0.320796,0.189791,0.171924,0.026303,0.498223,0.389426,0.566676,0.317774,0.352263,0.579101,0.547279,0.005526,0.506722,0.352530,0.817467,0.761945
1386,0.464805,0.095986,0.586274,0.430352,0.383600,0.804232,0.018092,0.697693,0.601886,0.591001,0.320691,0.189568,0.171874,0.026307,0.497022,0.389412,0.565567,0.313041,0.351689,0.577028,0.546120,0.005518,0.506798,0.352592,0.817453,0.760684
1387,0.454682,0.095954,0.584668,0.429924,0.383476,0.803444,0.018085,0.697350,0.600631,0.590715,0.320580,0.189338,0.171810,0.026311,0.495710,0.389375,0.564362,0.308142,0.351074,0.574835,0.544895,0.005506,0.506880,0.352658,0.817357,0.759317
1388,0.444948,0.095920,0.583112,0.429447,0.383334,0.802684,0.018075,0.697025,0.599663,0.590416,0.320459,0.189100,0.171732,0.026314,0.494275,0.389305,0.563048,0.303072,0.350417,0.572536,0.543611,0.005492,0.506973,0.352731,0.817256,0.757834
1389,0.435866,0.095885,0.581663,0.428917,0.383172,0.801966,0.018064,0.696719,0.598958,0.590102,0.320327,0.188856,0.171641,0.026316,0.492712,0.389197,0.561618,0.297853,0.349718,0.570117,0.542336,0.005479,0.507056,0.352808,0.817078,0.756223
1390,0.427673,0.095852,0.580362,0.428330,0.382987,0.801306,0.018056,0.696416,0.598459,0.589751,0.320185,0.188612,0.171537,0.026318,0.491020,0.389058,0.560073,0.292505,0.348975,0.567596,0.541149,0.005469,0.507139,0.352878,0.816804,0.754511
1391,0.420606,0.095820,0.579248,0.427683,0.382779,0.800717,0.018053,0.696095,0.598107,0.589339,0.320035,0.188375,0.171423,0.026320,0.489200,0.388894,0.558415,0.287064,0.348188,0.564959,0.540082,0.005464,0.507251,0.352934,0.816402,0.752720
1392,0.414885,0.095792,0.578357,0.426968,0.382550,0.800204,0.018053,0.695742,0.597844,0.588847,0.319878,0.188146,0.171299,0.026321,0.487252,0.388708,0.556644,0.281579,0.347355,0.562232,0.539056,0.005465,0.507371,0.352975,0.815837,0.750852
1393,0.410687,0.095767,0.577715,0.426179,0.382303,0.799777,0.018053,0.695356,0.597624,0.588268,0.319713,0.187925,0.171165,0.026324,0.485170,0.388498,0.554753,0.276100,0.346476,0.559376,0.537984,0.005473,0.507440,0.353003,0.815101,0.748913
1394,0.408189,0.095746,0.577346,0.425311,0.382039,0.799434,0.018051,0.694936,0.597399,0.587593,0.319536,0.187710,0.171023,0.026326,0.482947,0.388257,0.552735,0.270668,0.345549,0.556437,0.536799,0.005485,0.507488,0.353021,0.814185,0.746928
1395,0.407428,0.095729,0.577255,0.424366,0.381756,0.799161,0.018048,0.694481,0.597129,0.586816,0.319349,0.187500,0.170872,0.026328,0.480580,0.387981,0.550587,0.265290,0.344575,0.553388,0.535497,0.005498,0.507555,0.353035,0.813092,0.744914
1396,0.408144,0.095716,0.577400,0.423350,0.381449,0.798941,0.018040,0.693985,0.596788,0.585931,0.319152,0.187295,0.170711,0.026327,0.478078,0.387669,0.548316,0.259976,0.343552,0.550288,0.534079,0.005507,0.507639,0.353051,0.811799,0.742860
1397,0.410031,0.095708,0.577731,0.422269,0.381119,0.798758,0.018029,0.693440,0.596352,0.584929,0.318946,0.187097,0.170543,0.026323,0.475448,0.387320,0.545931,0.254732,0.342479,0.547094,0.532586,0.005510,0.507715,0.353073,0.810298,0.740761
1398,0.412768,0.095703,0.578193,0.421143,0.380770,0.798596,0.018017,0.692851,0.595811,0.583812,0.318735,0.186906,0.170369,0.026317,0.472696,0.386933,0.543438,0.249567,0.341356,0.543867,0.531137,0.005508,0.507781,0.353098,0.808600,0.738643
1399,0.415987,0.095700,0.578720,0.419989,0.380411,0.798440,0.018004,0.692250,0.595179,0.582593,0.318519,0.186721,0.170196,0.026312,0.469815,0.386510,0.540835,0.244494,0.340183,0.540562,0.529864,0.005505,0.507854,0.353115,0.806704,0.736516
1400,0.419316,0.095698,0.579241,0.418827,0.380046,0.798273,0.017993,0.691668,0.594474,0.581287,0.318301,0.186539,0.170025,0.026309,0.466797,0.386050,0.538118,0.239524,0.338961,0.537238,0.528807,0.005502,0.507930,0.353120,0.804658,0.734403
1401,0.422418,0.095696,0.579696,0.417682,0.379684,0.798072,0.017983,0.691121,0.593710,0.579900,0.318080,0.186358,0.169858,0.026307,0.463639,0.385555,0.535287,0.234680,0.337691,0.533855,0.527804,0.005495,0.507990,0.353116,0.802456,0.732290
1402,0.425036,0.095691,0.580042,0.416579,0.379330,0.797813,0.017975,0.690589,0.592892,0.578414,0.317856,0.186178,0.169698,0.026307,0.460350,0.385027,0.532350,0.229983,0.336374,0.530440,0.526663,0.005479,0.508045,0.353112,0.800090,0.730174
1403,0.426923,0.095683,0.580240,0.415540,0.378991,0.797484,0.017969,0.690043,0.592023,0.576804,0.317632,0.186001,0.169544,0.026307,0.456939,0.384467,0.529314,0.225449,0.335012,0.526975,0.525309,0.005452,0.508113,0.353116,0.797569,0.728063
1404,0.427891,0.095669,0.580261,0.414584,0.378672,0.797091,0.017963,0.689474,0.591119,0.575059,0.317406,0.185826,0.169399,0.026307,0.453414,0.383877,0.526188,0.221081,0.333608,0.523522,0.523916,0.005422,0.508151,0.353124,0.794915,0.725977
1405,0.427885,0.095651,0.580105,0.413729,0.378379,0.796644,0.017959,0.688910,0.590220,0.573188,0.317184,0.185653,0.169264,0.026306,0.449778,0.383255,0.522977,0.216879,0.332164,0.520052,0.522696,0.005399,0.508173,0.353130,0.792113,0.723875
1406,0.426866,0.095628,0.579775,0.412986,0.378116,0.796158,0.017954,0.688384,0.589369,0.571202,0.316970,0.185483,0.169140,0.026305,0.446035,0.382601,0.519691,0.212842,0.330682,0.516655,0.521773,0.005388,0.508201,0.353127,0.789106,0.721798
1407,0.424876,0.095603,0.579285,0.412349,0.377880,0.795653,0.017950,0.687917,0.588598,0.569111,0.316769,0.185319,0.169033,0.026304,0.442191,0.381915,0.516334,0.208973,0.329168,0.513252,0.521081,0.005390,0.508245,0.353117,0.785938,0.719742
1408,0.422134,0.095576,0.578674,0.411808,0.377668,0.795149,0.017948,0.687497,0.587914,0.566916,0.316582,0.185164,0.168949,0.026304,0.438255,0.381202,0.512911,0.205270,0.327625,0.509877,0.520529,0.005403,0.508301,0.353101,0.782611,0.717716
1409,0.418880,0.095550,0.577984,0.411354,0.377478,0.794668,0.017945,0.687109,0.587321,0.564614,0.316413,0.185023,0.168891,0.026304,0.434238,0.380464,0.509425,0.201736,0.326057,0.506584,0.520069,0.005425,0.508347,0.353080,0.779085,0.715681
1410,0.415333,0.095525,0.577254,0.410981,0.377307,0.794229,0.017943,0.686744,0.586819,0.562210,0.316266,0.184901,0.168867,0.026304,0.430149,0.379705,0.505882,0.198379,0.324469,0.503282,0.519749,0.005448,0.508396,0.353060,0.775426,0.713706
1411,0.411661,0.095502,0.576517,0.410684,0.377155,0.793852,0.017939,0.686409,0.586409,0.559714,0.316147,0.184802,0.168883,0.026306,0.426005,0.378928,0.502300,0.195208,0.322866,0.500068,0.519632,0.005464,0.508437,0.353043,0.771588,0.711757
1412,0.408021,0.095479,0.575803,0.410459,0.377021,0.793555,0.017933,0.686110,0.586090,0.557137,0.316062,0.184729,0.168944,0.026308,0.421822,0.378138,0.498694,0.192226,0.321253,0.496958,0.519749,0.005468,0.508457,0.353032,0.767684,0.709875
1413,0.404567,0.095457,0.575141,0.410306,0.376911,0.793352,0.017926,0.685853,0.585855,0.554489,0.316015,0.184686,0.169049,0.026310,0.417616,0.377338,0.495084,0.189419,0.319635,0.493914,0.520058,0.005463,0.508478,0.353027,0.763572,0.708031
1414,0.401430,0.095433,0.574558,0.410228,0.376833,0.793254,0.017917,0.685633,0.585683,0.551777,0.316004,0.184672,0.169201,0.026312,0.413409,0.376536,0.491485,0.186770,0.318019,0.491001,0.520509,0.005451,0.508498,0.353026,0.759466,0.706232
1415,0.398740,0.095409,0.574077,0.410230,0.376792,0.793265,0.017907,0.685443,0.585550,0.549008,0.316025,0.184688,0.169398,0.026312,0.409222,0.375740,0.487913,0.184269,0.316411,0.488167,0.521062,0.005437,0.508523,0.353025,0.755224,0.704479
1416,0.396586,0.095385,0.573713,0.410319,0.376792,0.793375,0.017897,0.685287,0.585441,0.546192,0.316076,0.184731,0.169639,0.026313,0.405074,0.374956,0.484383,0.181925,0.314815,0.485419,0.521703,0.005417,0.508579,0.353027,0.751077,0.702789
1417,0.394962,0.095361,0.573460,0.410505,0.376835,0.793568,0.017887,0.685187,0.585361,0.543355,0.316153,0.184799,0.169921,0.026314,0.400976,0.374184,0.480902,0.179750,0.313240,0.482795,0.522419,0.005393,0.508638,0.353031,0.746873,0.701126
1418,0.393849,0.095340,0.573307,0.410796,0.376925,0.793827,0.017877,0.685165,0.585316,0.540518,0.316252,0.184884,0.170240,0.026317,0.396934,0.373424,0.477474,0.177739,0.311689,0.480226,0.523196,0.005365,0.508670,0.353038,0.742766,0.699541
1419,0.393220,0.095322,0.573243,0.411198,0.377063,0.794133,0.017868,0.685239,0.585310,0.537707,0.316372,0.184983,0.170588,0.026321,0.392966,0.372681,0.474112,0.175866,0.310170,0.477777,0.524013,0.005343,0.508686,0.353046,0.738692,0.698014
1420,0.393019,0.095308,0.573257,0.411720,0.377251,0.794464,0.017858,0.685406,0.585329,0.534940,0.316509,0.185095,0.170957,0.026325,0.389096,0.371958,0.470839,0.174096,0.308687,0.475462,0.524849,0.005337,0.508698,0.353052,0.734726,0.696574
1421,0.393191,0.095296,0.573334,0.412364,0.377488,0.794798,0.017848,0.685662,0.585357,0.532236,0.316660,0.185216,0.171340,0.026330,0.385351,0.371265,0.467678,0.172409,0.307247,0.473255,0.525686,0.005348,0.508725,0.353055,0.730864,0.695228
1422,0.393675,0.095288,0.573462,0.413123,0.377769,0.795120,0.017839,0.686000,0.585389,0.529612,0.316822,0.185344,0.171727,0.026335,0.381752,0.370604,0.464650,0.170816,0.305853,0.471148,0.526511,0.005365,0.508762,0.353058,0.727103,0.693957
1423,0.394412,0.095280,0.573626,0.413991,0.378090,0.795414,0.017830,0.686411,0.585433,0.527078,0.316991,0.185475,0.172111,0.026342,0.378298,0.369977,0.461761,0.169329,0.304509,0.469177,0.527312,0.005370,0.508793,0.353067,0.723500,0.692777
1424,0.395339,0.095273,0.573811,0.414959,0.378446,0.795665,0.017822,0.686886,0.585503,0.524643,0.317160,0.185603,0.172484,0.026349,0.374994,0.369381,0.459017,0.167956,0.303220,0.467329,0.528079,0.005357,0.508809,0.353084,0.720060,0.691672
1425,0.396398,0.095267,0.574006,0.416015,0.378832,0.795870,0.017815,0.687415,0.585610,0.522315,0.317328,0.185726,0.172847,0.026357,0.371842,0.368818,0.456424,0.166687,0.301988,0.465597,0.528810,0.005338,0.508823,0.353110,0.716762,0.690618
1426,0.397538,0.095259,0.574200,0.417148,0.379245,0.796027,0.017809,0.687988,0.585758,0.520091,0.317496,0.185843,0.173199,0.026366,0.368850,0.368288,0.453984,0.165514,0.300816,0.463978,0.529500,0.005329,0.508848,0.353141,0.713625,0.689620
1427,0.398708,0.095251,0.574385,0.418345,0.379679,0.796134,0.017804,0.688597,0.585952,0.517970,0.317667,0.185955,0.173539,0.026376,0.366031,0.367793,0.451700,0.164429,0.299706,0.462471,0.530155,0.005336,0.508878,0.353174,0.710657,0.688673
1428,0.399869,0.095242,0.574555,0.419587,0.380128,0.796202,0.017799,0.689235,0.586199,0.515950,0.317839,0.186061,0.173863,0.026385,0.363387,0.367336,0.449571,0.163421,0.298658,0.461090,0.530799,0.005353,0.508896,0.353207,0.707861,0.687782
1429,0.401002,0.095231,0.574712,0.420857,0.380581,0.796241,0.017793,0.689896,0.586500,0.514037,0.318007,0.186159,0.174169,0.026393,0.360910,0.366917,0.447594,0.162484,0.297675,0.459808,0.531460,0.005369,0.508913,0.353242,0.705207,0.686925
1430,0.402094,0.095218,0.574860,0.422138,0.381032,0.796261,0.017786,0.690576,0.586860,0.512235,0.318162,0.186247,0.174454,0.026400,0.358590,0.366536,0.445763,0.161611,0.296756,0.458645,0.532154,0.005378,0.508940,0.353278,0.702647,0.686088
1431,0.403142,0.095205,0.575002,0.423419,0.381478,0.796274,0.017778,0.691274,0.587282,0.510546,0.318304,0.186325,0.174721,0.026405,0.356420,0.366193,0.444077,0.160797,0.295902,0.457580,0.532874,0.005379,0.508964,0.353317,0.700205,0.685292
1432,0.404168,0.095191,0.575141,0.424689,0.381916,0.796292,0.017769,0.691985,0.587764,0.508961,0.318437,0.186395,0.174973,0.026408,0.354398,0.365887,0.442531,0.160038,0.295112,0.456613,0.533608,0.005375,0.509006,0.353360,0.697865,0.684517
1433,0.405196,0.095176,0.575284,0.425943,0.382343,0.796328,0.017761,0.692706,0.588306,0.507473,0.318570,0.186462,0.175212,0.026411,0.352521,0.365616,0.441127,0.159335,0.294384,0.455745,0.534348,0.005367,0.509063,0.353411,0.695620,0.683758
1434,0.406255,0.095162,0.575432,0.427177,0.382761,0.796393,0.017752,0.693436,0.588904,0.506075,0.318707,0.186526,0.175438,0.026413,0.350785,0.365377,0.439861,0.158705,0.293718,0.454986,0.535084,0.005358,0.509094,0.353463,0.693499,0.683032
1435,0.407380,0.095151,0.575592,0.428392,0.383174,0.796501,0.017743,0.694174,0.589556,0.504762,0.318845,0.186588,0.175653,0.026416,0.349177,0.365166,0.438725,0.158163,0.293111,0.454302,0.535808,0.005350,0.509110,0.353513,0.691444,0.682312
1436,0.408607,0.095141,0.575765,0.429585,0.383584,0.796661,0.017735,0.694918,0.590254,0.503532,0.318975,0.186646,0.175857,0.026420,0.347685,0.364980,0.437707,0.157714,0.292561,0.453708,0.536514,0.005345,0.509130,0.353557,0.689506,0.681616
1437,0.409971,0.095132,0.575955,0.430750,0.383990,0.796870,0.017727,0.695667,0.590991,0.502377,0.319095,0.186699,0.176052,0.026423,0.346297,0.364815,0.436799,0.157332,0.292065,0.453208,0.537201,0.005345,0.509143,0.353597,0.687619,0.680917
1438,0.411507,0.095123,0.576166,0.431881,0.384393,0.797127,0.017720,0.696417,0.591750,0.501287,0.319208,0.186746,0.176238,0.026424,0.345013,0.364674,0.435990,0.156988,0.291621,0.452778,0.537872,0.005348,0.509166,0.353640,0.685805,0.680235
