gml_id,fonte,comune_istat,area_m2,n_px,strip,sr_coastalblue,sr_blue,sr_greeni,sr_green,sr_yellow,sr_red,sr_rededge,sr_nir,ndvi
Mappatura_2020.5333,Mappatura_2020,03108019,76.2,8,20260512_101812_73_2553_3B,0.08775000000000001,0.111,0.12215000000000001,0.12715,0.13670000000000002,0.13520000000000001,0.15625,0.21895,0.2365
Mappatura_2020.5336,Mappatura_2020,03108019,96.8,11,20260512_101812_73_2553_3B,0.0901,0.1135,0.1391,0.13620000000000002,0.1398,0.1558,0.1714,0.2607,0.2519
Mappatura_2020.5338,Mappatura_2020,03108019,51.3,6,20260512_101812_73_2553_3B,0.07345,0.08925000000000001,0.109,0.11470000000000001,0.11795,0.1228,0.14120000000000002,0.22605,0.296
Mappatura_2020.5340,Mappatura_2020,03108019,56.0,5,20260512_101812_73_2553_3B,0.0688,0.08370000000000001,0.101,0.10060000000000001,0.1037,0.1096,0.1192,0.19970000000000002,0.2913
Mappatura_2020.5343,Mappatura_2020,03108019,476.4,52,20260512_101812_73_2553_3B,0.2351,0.27365,0.31225,0.31145,0.29460000000000003,0.31880000000000003,0.3109,0.3781,0.0851
Mappatura_2020.5344,Mappatura_2020,03108019,65.8,8,20260512_101812_73_2553_3B,0.08505,0.10575000000000001,0.12475,0.1246,0.12490000000000001,0.13665,0.1446,0.2152,0.2232
Mappatura_2020.5346,Mappatura_2020,03108019,3746.4,416,20260512_101812_73_2553_3B,0.1359,0.1645,0.1905,0.1962,0.2066,0.21565,0.2248,0.27505,0.1211
Mappatura_2020.5347,Mappatura_2020,03108019,183.4,20,20260512_101812_73_2553_3B,0.1895,0.22145,0.25220000000000004,0.25295,0.24075000000000002,0.25470000000000004,0.25370000000000004,0.28565,0.0573
Mappatura_2020.5350,Mappatura_2020,03108019,50.4,7,20260512_101812_73_2553_3B,0.06280000000000001,0.0862,0.0944,0.0983,0.10060000000000001,0.1096,0.1202,0.19740000000000002,0.286
Mappatura_2020.5400,Mappatura_2020,03108019,200.0,22,20260512_101812_73_2553_3B,0.069,0.0839,0.09885000000000001,0.1053,0.116,0.12065000000000001,0.1388,0.21485,0.2808
Mappatura_2020.5401,Mappatura_2020,03108019,399.2,45,20260512_101812_73_2553_3B,0.0927,0.09970000000000001,0.11860000000000001,0.12510000000000002,0.1396,0.13520000000000001,0.14930000000000002,0.2139,0.2254
Mappatura_2020.5402,Mappatura_2020,03108019,232.4,26,20260512_101812_73_2553_3B,0.08385000000000001,0.0974,0.11675,0.12000000000000001,0.12845,0.13205,0.14975,0.21595,0.2411
Mappatura_2020.5403,Mappatura_2020,03108019,64.6,9,20260512_101812_73_2553_3B,0.11410000000000001,0.14880000000000002,0.166,0.1655,0.16720000000000002,0.1852,0.18130000000000002,0.2214,0.089
Mappatura_2020.5405,Mappatura_2020,03108019,591.9,65,20260512_101812_73_2553_3B,0.1743,0.2187,0.2477,0.2506,0.24830000000000002,0.2571,0.2617,0.3154,0.1018
Mappatura_2020.5407,Mappatura_2020,03108019,320.9,34,20260512_101812_73_2553_3B,0.06725,0.07985,0.0974,0.10115,0.10575000000000001,0.1077,0.12625,0.21450000000000002,0.3315
Mappatura_2020.5410,Mappatura_2020,03108019,32.1,6,20260512_101812_73_2553_3B,0.10015,0.12335,0.14585,0.15095,0.14800000000000002,0.16825,0.17825000000000002,0.2429,0.1816
Mappatura_2020.5411,Mappatura_2020,03108019,55.7,7,20260512_101812_73_2553_3B,0.096,0.1085,0.13,0.1359,0.1471,0.14600000000000002,0.1749,0.26530000000000004,0.2901
Mappatura_2020.5412,Mappatura_2020,03108019,1306.5,145,20260512_101812_73_2553_3B,0.1057,0.12140000000000001,0.1411,0.14500000000000002,0.1529,0.1573,0.168,0.24250000000000002,0.2131
Mappatura_2020.5419,Mappatura_2020,03108019,1067.8,123,20260512_101812_73_2553_3B,0.2043,0.2383,0.27040000000000003,0.27140000000000003,0.25730000000000003,0.2722,0.2691,0.30970000000000003,0.0644
Mappatura_2020.5424,Mappatura_2020,03108019,66.1,8,20260512_101812_73_2553_3B,0.07905000000000001,0.09255000000000001,0.1106,0.10925,0.1189,0.1228,0.13325,0.19290000000000002,0.222
Mappatura_2020.5427,Mappatura_2020,03108019,73.1,10,20260512_101812_73_2553_3B,0.0575,0.07490000000000001,0.08785,0.09315000000000001,0.1,0.1056,0.1262,0.21630000000000002,0.3439
Mappatura_2020.5433,Mappatura_2020,03108019,39.8,6,20260512_101812_73_2553_3B,0.0835,0.09595000000000001,0.1223,0.12535000000000002,0.13065000000000002,0.1384,0.15875,0.268,0.3189
Mappatura_2020.5434,Mappatura_2020,03108019,3030.1,336,20260512_101812_73_2553_3B,0.13290000000000002,0.1578,0.18545,0.19210000000000002,0.2048,0.20980000000000001,0.22405,0.2761,0.1364
Mappatura_2020.5436,Mappatura_2020,03108019,61.6,7,20260512_101812_73_2553_3B,0.07300000000000001,0.0912,0.1063,0.1125,0.1107,0.11510000000000001,0.1375,0.23650000000000002,0.3453
Mappatura_2020.6233,Mappatura_2020,03015146,133.2,13,20260512_101812_73_2553_3B,0.07680000000000001,0.0931,0.1153,0.1198,0.1213,0.13,0.1374,0.20570000000000002,0.2255
Mappatura_2020.6239,Mappatura_2020,03015146,200.6,22,20260512_101812_73_2553_3B,0.0594,0.0712,0.08900000000000001,0.082,0.08445,0.07545,0.09735,0.21055000000000001,0.4724
Mappatura_2020.6249,Mappatura_2020,03015146,236.4,26,20260512_101812_73_2553_3B,0.0787,0.09865,0.11665,0.12175000000000001,0.1212,0.13245,0.14055,0.20885,0.2238
Mappatura_2020.6251,Mappatura_2020,03015146,162.6,19,20260512_101812_73_2553_3B,0.1145,0.13970000000000002,0.16340000000000002,0.171,0.1748,0.1884,0.1971,0.2782,0.1925
Mappatura_2020.6254,Mappatura_2020,03015146,94.8,10,20260512_101812_73_2553_3B,0.0868,0.09235,0.11130000000000001,0.1131,0.13155,0.12610000000000002,0.1573,0.23020000000000002,0.2922
Mappatura_2020.6273,Mappatura_2020,03015146,164.4,19,20260512_101812_73_2553_3B,0.0855,0.0995,0.1199,0.1262,0.134,0.13920000000000002,0.1515,0.22890000000000002,0.2437
Mappatura_2020.6308,Mappatura_2020,03015157,1367.8,153,20260512_101812_73_2553_3B,0.1968,0.2391,0.26880000000000004,0.2728,0.2757,0.2873,0.2758,0.2967,0.0161
Mappatura_2020.6309,Mappatura_2020,03015157,50.6,6,20260512_101812_73_2553_3B,0.07300000000000001,0.08935,0.10285000000000001,0.10635,0.1105,0.11850000000000001,0.1307,0.21355000000000002,0.2863
Mappatura_2020.6311,Mappatura_2020,03015157,534.2,60,20260512_101812_73_2553_3B,0.21895,0.2574,0.29400000000000004,0.2963,0.2982,0.31245,0.30310000000000004,0.33205,0.0304
Mappatura_2020.6312,Mappatura_2020,03015157,61.2,6,20260512_101812_73_2553_3B,0.11685000000000001,0.11610000000000001,0.13655,0.13805,0.1577,0.1512,0.17305,0.24235,0.2316
Mappatura_2020.6314,Mappatura_2020,03015157,1187.1,131,20260512_101812_73_2553_3B,0.22390000000000002,0.2549,0.2952,0.3014,0.3053,0.3126,0.3135,0.3542,0.0624
Mappatura_2020.6315,Mappatura_2020,03015157,747.4,85,20260512_101812_73_2553_3B,0.2281,0.2644,0.2994,0.3027,0.3089,0.3156,0.31320000000000003,0.3301,0.0225
Mappatura_2020.6316,Mappatura_2020,03015157,30.7,5,20260512_101812_73_2553_3B,0.0926,0.10600000000000001,0.1241,0.124,0.1321,0.13440000000000002,0.1438,0.19160000000000002,0.1755
Mappatura_2020.6317,Mappatura_2020,03015157,79.1,8,20260512_101812_73_2553_3B,0.0777,0.08945,0.10300000000000001,0.1053,0.1228,0.11805,0.13905,0.1956,0.2473
Mappatura_2020.6319,Mappatura_2020,03015157,168.3,19,20260512_101812_73_2553_3B,0.16160000000000002,0.1995,0.2091,0.20370000000000002,0.201,0.22410000000000002,0.2089,0.23550000000000001,0.0248
Mappatura_2020.6320,Mappatura_2020,03015157,976.0,110,20260512_101812_73_2553_3B,0.2082,0.24100000000000002,0.2792,0.28435,0.28765,0.29960000000000003,0.29505000000000003,0.30765000000000003,0.0133
Mappatura_2020.6321,Mappatura_2020,03015157,135.1,17,20260512_101812_73_2553_3B,0.10500000000000001,0.1269,0.1512,0.15430000000000002,0.16840000000000002,0.1681,0.1807,0.22310000000000002,0.1406
Mappatura_2020.6322,Mappatura_2020,03015157,217.7,25,20260512_101812_73_2553_3B,0.10840000000000001,0.125,0.1454,0.15,0.16670000000000001,0.1681,0.1774,0.2306,0.1568
Mappatura_2020.6323,Mappatura_2020,03015157,96.2,10,20260512_101812_73_2553_3B,0.09065000000000001,0.10085000000000001,0.12145,0.12595,0.14195000000000002,0.14765,0.16795000000000002,0.22545,0.2085
Mappatura_2020.6324,Mappatura_2020,03015157,731.2,82,20260512_101812_73_2553_3B,0.13240000000000002,0.15325,0.17635,0.1842,0.19665000000000002,0.1986,0.2144,0.29715,0.1988
Mappatura_2020.6325,Mappatura_2020,03015157,2074.0,229,20260512_101812_73_2553_3B,0.2323,0.26940000000000003,0.3095,0.31370000000000003,0.3136,0.32220000000000004,0.3149,0.3508,0.0425
Mappatura_2020.6332,Mappatura_2020,03015157,520.2,60,20260512_101812_73_2553_3B,0.08020000000000001,0.1014,0.1288,0.14345,0.16040000000000001,0.1748,0.18765,0.22210000000000002,0.1192
Mappatura_2020.6333,Mappatura_2020,03108010,79.2,9,20260512_101812_73_2553_3B,0.0658,0.08120000000000001,0.0978,0.1033,0.1087,0.1105,0.1368,0.2449,0.3782
Mappatura_2020.6334,Mappatura_2020,03108010,612.0,67,20260512_101812_73_2553_3B,0.0935,0.11080000000000001,0.131,0.1341,0.1405,0.1462,0.1628,0.2353,0.2336
Mappatura_2020.6336,Mappatura_2020,03108010,103.2,12,20260512_101812_73_2553_3B,0.07035000000000001,0.0787,0.1139,0.11960000000000001,0.11040000000000001,0.1252,0.1433,0.2947,0.4037
Mappatura_2020.6337,Mappatura_2020,03108010,572.9,65,20260512_101812_73_2553_3B,0.08,0.0978,0.11420000000000001,0.1198,0.1262,0.1275,0.1419,0.2033,0.2291
Mappatura_2020.6339,Mappatura_2020,03108010,54.1,5,20260512_101812_73_2553_3B,0.0795,0.1051,0.1155,0.12390000000000001,0.12240000000000001,0.135,0.1459,0.2056,0.2073
Mappatura_2020.6340,Mappatura_2020,03108010,198.8,23,20260512_101812_73_2553_3B,0.0709,0.08510000000000001,0.10200000000000001,0.10400000000000001,0.1158,0.11670000000000001,0.1311,0.19310000000000002,0.2466
Mappatura_2020.6346,Mappatura_2020,03108010,68.2,8,20260512_101812_73_2553_3B,0.1472,0.1904,0.21780000000000002,0.20875000000000002,0.19590000000000002,0.2275,0.2151,0.2732,0.0913
Mappatura_2020.6347,Mappatura_2020,03108010,92.4,10,20260512_101812_73_2553_3B,0.07035000000000001,0.08775000000000001,0.1095,0.11015000000000001,0.10930000000000001,0.1213,0.1379,0.24000000000000002,0.3285
Mappatura_2020.6351,Mappatura_2020,03108010,132.2,14,20260512_101812_73_2553_3B,0.0579,0.07805000000000001,0.09290000000000001,0.0984,0.10035000000000001,0.10455,0.12115000000000001,0.2278,0.3708
Mappatura_2020.6353,Mappatura_2020,03108010,387.9,44,20260512_101812_73_2553_3B,0.06760000000000001,0.08595,0.10335000000000001,0.10645,0.11365,0.11945,0.1336,0.21425000000000002,0.2841
Mappatura_2020.6354,Mappatura_2020,03108010,625.1,67,20260512_101812_73_2553_3B,0.0921,0.10990000000000001,0.1272,0.1269,0.1335,0.1405,0.149,0.217,0.214
Mappatura_2020.6356,Mappatura_2020,03108010,72.6,8,20260512_101812_73_2553_3B,0.043750000000000004,0.04995,0.06535,0.07825,0.10555,0.1119,0.1278,0.1583,0.1717
Mappatura_2020.6357,Mappatura_2020,03108010,371.5,41,20260512_101812_73_2553_3B,0.078,0.0944,0.1131,0.1192,0.1317,0.13390000000000002,0.14830000000000002,0.2036,0.2065
Mappatura_2020.6358,Mappatura_2020,03108010,132.9,15,20260512_101812_73_2553_3B,0.0779,0.0959,0.11570000000000001,0.11950000000000001,0.12300000000000001,0.13090000000000002,0.1441,0.2134,0.2396
Mappatura_2020.6360,Mappatura_2020,03108010,1113.7,124,20260512_101812_73_2553_3B,0.25975000000000004,0.2892,0.3244,0.32815,0.3362,0.3423,0.34840000000000004,0.36585,0.0333
Mappatura_2020.6361,Mappatura_2020,03108010,751.0,83,20260512_101812_73_2553_3B,0.2056,0.24430000000000002,0.277,0.2761,0.2771,0.28850000000000003,0.2843,0.3255,0.0603
Mappatura_2020.6362,Mappatura_2020,03108010,104.2,15,20260512_101812_73_2553_3B,0.0636,0.0806,0.09530000000000001,0.0947,0.0975,0.10260000000000001,0.11460000000000001,0.1908,0.3006
Mappatura_2020.6365,Mappatura_2020,03108010,30.0,5,20260512_101812_73_2553_3B,0.079,0.1019,0.1233,0.12480000000000001,0.1325,0.1335,0.1433,0.2121,0.2274
Mappatura_2020.6368,Mappatura_2020,03108010,227.1,25,20260512_101812_73_2553_3B,0.0779,0.0969,0.11610000000000001,0.11900000000000001,0.12000000000000001,0.1263,0.1481,0.2376,0.3059
Mappatura_2020.6370,Mappatura_2020,03108010,1015.7,110,20260512_101812_73_2553_3B,0.2131,0.25655,0.29245,0.2944,0.30195,0.30865000000000004,0.3135,0.3362,0.0427
Mappatura_2020.6371,Mappatura_2020,03108010,507.3,58,20260512_101812_73_2553_3B,0.23900000000000002,0.26630000000000004,0.30555,0.30195,0.31270000000000003,0.3121,0.3226,0.34385,0.0484
Mappatura_2020.6372,Mappatura_2020,03108010,937.2,106,20260512_101812_73_2553_3B,0.25535,0.2988,0.3427,0.34600000000000003,0.34985,0.3564,0.35485,0.3723,0.0218
Mappatura_2020.6373,Mappatura_2020,03108010,470.3,52,20260512_101812_73_2553_3B,0.23195000000000002,0.2711,0.30810000000000004,0.30765000000000003,0.3106,0.31915,0.3156,0.32480000000000003,0.0088
Mappatura_2020.6374,Mappatura_2020,03108010,456.7,52,20260512_101812_73_2553_3B,0.20405,0.25455,0.2827,0.2782,0.2707,0.2944,0.27615,0.3004,0.0101
Mappatura_2020.6375,Mappatura_2020,03108010,3714.6,413,20260512_101812_73_2553_3B,0.2528,0.2871,0.3276,0.3297,0.3398,0.3413,0.34090000000000004,0.35600000000000004,0.0211
Mappatura_2020.6376,Mappatura_2020,03108010,903.4,102,20260512_101812_73_2553_3B,0.14075000000000001,0.15725,0.17375000000000002,0.1705,0.1767,0.18055000000000002,0.18215,0.195,0.0385
Mappatura_2020.6377,Mappatura_2020,03108010,81.7,9,20260512_101812_73_2553_3B,0.1264,0.14880000000000002,0.15990000000000001,0.156,0.16060000000000002,0.166,0.169,0.1809,0.043
Mappatura_2020.6381,Mappatura_2020,03108010,68.4,7,20260512_101812_73_2553_3B,0.1628,0.2155,0.23600000000000002,0.23820000000000002,0.21200000000000002,0.248,0.22060000000000002,0.2792,0.0592
Mappatura_2020.6385,Mappatura_2020,03108029,759.6,86,20260512_101812_73_2553_3B,0.0845,0.09955,0.12010000000000001,0.12625,0.1359,0.14065,0.1554,0.22435000000000002,0.2293
Mappatura_2020.6386,Mappatura_2020,03108029,85.5,10,20260512_101812_73_2553_3B,0.0599,0.06015,0.076,0.07875,0.0944,0.0825,0.11065000000000001,0.17005,0.3467
Mappatura_2020.6387,Mappatura_2020,03108029,138.2,17,20260512_101812_73_2553_3B,0.0761,0.0942,0.1129,0.12010000000000001,0.1333,0.13720000000000002,0.1626,0.2305,0.2537
Mappatura_2020.6388,Mappatura_2020,03108029,1442.9,162,20260512_101812_73_2553_3B,0.31525000000000003,0.3521,0.3865,0.3836,0.39555,0.41965,0.4319,0.46375,0.0499
Mappatura_2020.6389,Mappatura_2020,03108029,1222.6,137,20260512_101812_73_2553_3B,0.0937,0.10690000000000001,0.12660000000000002,0.1321,0.14120000000000002,0.13920000000000002,0.1584,0.2383,0.2625
Mappatura_2020.6392,Mappatura_2020,03108029,705.0,78,20260512_101812_73_2553_3B,0.11895,0.14020000000000002,0.16865,0.18165,0.19625,0.2101,0.22625,0.264,0.1137
Mappatura_2020.6393,Mappatura_2020,03108029,69.6,8,20260512_101812_73_2553_3B,0.065,0.0811,0.0995,0.10395,0.1126,0.1192,0.13920000000000002,0.23015000000000002,0.3176
Mappatura_2020.6394,Mappatura_2020,03108029,595.8,63,20260512_101812_73_2553_3B,0.2487,0.2879,0.3296,0.3416,0.34590000000000004,0.35550000000000004,0.3584,0.39930000000000004,0.058
Mappatura_2020.6395,Mappatura_2020,03108029,504.7,54,20260512_101812_73_2553_3B,0.13825,0.15315,0.1807,0.19090000000000001,0.21050000000000002,0.20935,0.22775,0.2944,0.1688
Mappatura_2020.6396,Mappatura_2020,03108029,5546.0,613,20260512_101812_73_2553_3B,0.1158,0.1365,0.1628,0.1703,0.1832,0.1829,0.1976,0.22640000000000002,0.1063
Mappatura_2020.6397,Mappatura_2020,03108029,458.8,51,20260512_101812_73_2553_3B,0.10350000000000001,0.11900000000000001,0.1421,0.1456,0.1522,0.1529,0.1749,0.2525,0.2457
Mappatura_2020.6398,Mappatura_2020,03108029,205.7,22,20260512_101812_73_2553_3B,0.08850000000000001,0.1051,0.12275000000000001,0.12785000000000002,0.1338,0.13735,0.15335000000000001,0.23165000000000002,0.2556
Mappatura_2020.6400,Mappatura_2020,03108029,64.0,7,20260512_101812_73_2553_3B,0.08420000000000001,0.10650000000000001,0.12430000000000001,0.12810000000000002,0.1409,0.149,0.16060000000000002,0.2388,0.2316
Mappatura_2020.6401,Mappatura_2020,03108029,446.8,49,20260512_101812_73_2553_3B,0.056600000000000004,0.066,0.07680000000000001,0.0792,0.09140000000000001,0.0932,0.10690000000000001,0.1572,0.2556
Mappatura_2020.6436,Mappatura_2020,03015032,175.9,21,20260512_101812_73_2553_3B,0.09910000000000001,0.12010000000000001,0.1413,0.1469,0.1549,0.1568,0.1695,0.222,0.1721
Mappatura_2020.6438,Mappatura_2020,03015032,334.4,36,20260512_101812_73_2553_3B,0.19255,0.22715000000000002,0.2637,0.2682,0.26895,0.27325,0.2747,0.29505000000000003,0.0384
Mappatura_2020.6439,Mappatura_2020,03015032,46.0,5,20260512_101812_73_2553_3B,0.1301,0.1389,0.1661,0.1801,0.19460000000000002,0.1888,0.20370000000000002,0.25270000000000004,0.1447
Mappatura_2020.6440,Mappatura_2020,03015032,305.7,35,20260512_101812_73_2553_3B,0.10010000000000001,0.12510000000000002,0.1481,0.1539,0.15280000000000002,0.169,0.1726,0.2336,0.1605
Mappatura_2020.6566,Mappatura_2020,03108033,39.5,5,20260512_101812_73_2553_3B,0.06330000000000001,0.08360000000000001,0.0985,0.1066,0.115,0.1232,0.1345,0.21930000000000002,0.2806
Mappatura_2020.6567,Mappatura_2020,03108033,150.6,17,20260512_101812_73_2553_3B,0.0728,0.08600000000000001,0.1066,0.1101,0.1174,0.1208,0.134,0.19290000000000002,0.2298
Mappatura_2020.6570,Mappatura_2020,03108033,6660.1,738,20260512_101812_73_2553_3B,0.1198,0.14120000000000002,0.16835,0.1766,0.1895,0.19475,0.20905,0.248,0.1203
Mappatura_2020.6571,Mappatura_2020,03108033,69.4,7,20260512_101812_73_2553_3B,0.057100000000000005,0.07050000000000001,0.0844,0.09340000000000001,0.09390000000000001,0.09720000000000001,0.128,0.2736,0.4757
Mappatura_2020.6572,Mappatura_2020,03108033,86.0,6,20260512_101812_73_2553_3B,0.1022,0.11865,0.138,0.13935,0.14805000000000001,0.14545,0.16505,0.22820000000000001,0.2215
Mappatura_2020.6574,Mappatura_2020,03108033,504.3,56,20260512_101812_73_2553_3B,0.3108,0.36315000000000003,0.39915,0.3927,0.37615000000000004,0.39445,0.379,0.38805,-0.0082
Mappatura_2020.6575,Mappatura_2020,03108033,435.8,50,20260512_101812_73_2553_3B,0.09085,0.1061,0.12390000000000001,0.13,0.13695000000000002,0.14405,0.1491,0.20395000000000002,0.1721
Mappatura_2020.6579,Mappatura_2020,03108033,70.0,8,20260512_101812_73_2553_3B,0.07705000000000001,0.09725,0.11925000000000001,0.1155,0.12265000000000001,0.13505,0.1363,0.2107,0.2188
Mappatura_2020.6584,Mappatura_2020,03108033,177.2,20,20260512_101812_73_2553_3B,0.1076,0.1247,0.14405,0.15065,0.15380000000000002,0.1608,0.17255,0.23575000000000002,0.189
Mappatura_2020.6585,Mappatura_2020,03108033,93.8,9,20260512_101812_73_2553_3B,0.1322,0.15560000000000002,0.1772,0.1857,0.1988,0.20450000000000002,0.21080000000000002,0.2569,0.1136
Mappatura_2020.6586,Mappatura_2020,03108033,794.7,87,20260512_101812_73_2553_3B,0.0937,0.1051,0.1257,0.1311,0.1429,0.1463,0.16160000000000002,0.2293,0.221
Mappatura_2020.6587,Mappatura_2020,03108033,900.6,100,20260512_101812_73_2553_3B,0.09860000000000001,0.1169,0.1383,0.1439,0.15445,0.15990000000000001,0.16975,0.23425,0.1886
Mappatura_2020.6588,Mappatura_2020,03108033,243.0,25,20260512_101812_73_2553_3B,0.0801,0.1029,0.11950000000000001,0.12440000000000001,0.13,0.1409,0.1516,0.24080000000000001,0.2617
Mappatura_2020.6589,Mappatura_2020,03108033,193.0,20,20260512_101812_73_2553_3B,0.1287,0.15605,0.18475,0.19155,0.20115000000000002,0.2207,0.21815,0.2429,0.0479
Mappatura_2020.6591,Mappatura_2020,03108033,729.8,83,20260512_101812_73_2553_3B,0.09910000000000001,0.1096,0.1331,0.1399,0.151,0.15230000000000002,0.1695,0.2335,0.2105
Mappatura_2020.6592,Mappatura_2020,03108033,39.0,5,20260512_101812_73_2553_3B,0.1364,0.1565,0.17950000000000002,0.1917,0.1995,0.20850000000000002,0.2149,0.2631,0.1158
Mappatura_2020.6594,Mappatura_2020,03108033,143.4,16,20260512_101812_73_2553_3B,0.08360000000000001,0.10245,0.1187,0.11885000000000001,0.1182,0.13135,0.1371,0.20865,0.2274
Mappatura_2020.6595,Mappatura_2020,03108033,66.3,9,20260512_101812_73_2553_3B,0.1179,0.1346,0.1558,0.1671,0.17400000000000002,0.17600000000000002,0.1892,0.2349,0.1433
Mappatura_2020.6597,Mappatura_2020,03108033,92.0,10,20260512_101812_73_2553_3B,0.059300000000000005,0.07605,0.0916,0.0995,0.1028,0.10795,0.1331,0.27215,0.432
Mappatura_2020.6600,Mappatura_2020,03108033,247.9,29,20260512_101812_73_2553_3B,0.0867,0.1086,0.1272,0.1348,0.1383,0.1469,0.1633,0.2645,0.2859
Mappatura_2020.6601,Mappatura_2020,03108033,334.4,38,20260512_101812_73_2553_3B,0.15725,0.193,0.21745,0.219,0.22345,0.2416,0.23705,0.2691,0.0538
Mappatura_2020.6602,Mappatura_2020,03108033,859.0,97,20260512_101812_73_2553_3B,0.08600000000000001,0.10110000000000001,0.12100000000000001,0.12660000000000002,0.13290000000000002,0.1401,0.1532,0.2358,0.2546
Mappatura_2020.6611,Mappatura_2020,03108033,52.1,5,20260512_101812_73_2553_3B,0.0359,0.0511,0.07490000000000001,0.0828,0.0859,0.08510000000000001,0.137,0.3053,0.564
Mappatura_2020.6612,Mappatura_2020,03108033,119.0,12,20260512_101812_73_2553_3B,0.0745,0.09145,0.11040000000000001,0.11475,0.1277,0.1306,0.1603,0.28915,0.3777
Mappatura_2020.6614,Mappatura_2020,03108033,182.0,21,20260512_101812_73_2553_3B,0.16140000000000002,0.20520000000000002,0.23470000000000002,0.2389,0.22260000000000002,0.2378,0.24250000000000002,0.3513,0.1927
Mappatura_2020.6615,Mappatura_2020,03108033,172.0,18,20260512_101812_73_2553_3B,0.22560000000000002,0.2908,0.3154,0.31665000000000004,0.2853,0.32095,0.30160000000000003,0.35495000000000004,0.0503
Mappatura_2020.6616,Mappatura_2020,03108033,112.4,12,20260512_101812_73_2553_3B,0.095,0.11610000000000001,0.13540000000000002,0.1422,0.14985,0.1685,0.18280000000000002,0.26905,0.2298
Mappatura_2020.6617,Mappatura_2020,03108033,57.3,6,20260512_101812_73_2553_3B,0.0952,0.10045000000000001,0.1265,0.13165000000000002,0.156,0.1491,0.1695,0.23585,0.2254
Mappatura_2020.6620,Mappatura_2020,03108033,425.8,46,20260512_101812_73_2553_3B,0.08560000000000001,0.10215,0.1194,0.1285,0.13770000000000002,0.14515,0.15335000000000001,0.20500000000000002,0.1709
Mappatura_2020.6621,Mappatura_2020,03108033,48.8,6,20260512_101812_73_2553_3B,0.07300000000000001,0.08325,0.1,0.10735,0.1173,0.11745,0.14685,0.23720000000000002,0.3377
Mappatura_2020.6622,Mappatura_2020,03108033,173.9,20,20260512_101812_73_2553_3B,0.24480000000000002,0.3164,0.3443,0.35285,0.32075000000000004,0.36965000000000003,0.3235,0.32305,-0.0673
Mappatura_2020.6623,Mappatura_2020,03108033,128.1,15,20260512_101812_73_2553_3B,0.19340000000000002,0.25070000000000003,0.2733,0.2726,0.2548,0.2978,0.2715,0.3032,0.009
Mappatura_2020.6624,Mappatura_2020,03108033,636.5,71,20260512_101812_73_2553_3B,0.2303,0.26880000000000004,0.3007,0.3088,0.3151,0.3219,0.3144,0.33790000000000003,0.0242
Mappatura_2020.6625,Mappatura_2020,03108033,1292.4,141,20260512_101812_73_2553_3B,0.0964,0.10700000000000001,0.1221,0.1269,0.13290000000000002,0.1332,0.151,0.23140000000000002,0.2693
Mappatura_2020.6626,Mappatura_2020,03108033,144.0,14,20260512_101812_73_2553_3B,0.27990000000000004,0.35425,0.39545,0.39580000000000004,0.3766,0.41155,0.376,0.39645,-0.0187
Mappatura_2020.6627,Mappatura_2020,03108033,106.3,12,20260512_101812_73_2553_3B,0.19005,0.24275000000000002,0.27340000000000003,0.27940000000000004,0.2599,0.28975,0.26755,0.3032,0.0227
Mappatura_2020.6631,Mappatura_2020,03108033,191.7,22,20260512_101812_73_2553_3B,0.24175000000000002,0.277,0.3059,0.30870000000000003,0.3047,0.3255,0.30810000000000004,0.34665,0.0315
Mappatura_2020.6632,Mappatura_2020,03108033,69.3,7,20260512_101812_73_2553_3B,0.08650000000000001,0.0816,0.0989,0.1085,0.12380000000000001,0.1102,0.1559,0.2245,0.3415
Mappatura_2020.6633,Mappatura_2020,03108033,3046.7,341,20260512_101812_73_2553_3B,0.18680000000000002,0.21810000000000002,0.25370000000000004,0.2615,0.2669,0.27490000000000003,0.2725,0.2914,0.0291
Mappatura_2020.6634,Mappatura_2020,03108033,646.5,73,20260512_101812_73_2553_3B,0.21280000000000002,0.2328,0.2535,0.2558,0.279,0.27390000000000003,0.2807,0.3134,0.0673
Mappatura_2020.6635,Mappatura_2020,03108033,1997.9,221,20260512_101812_73_2553_3B,0.17930000000000001,0.2066,0.23140000000000002,0.23550000000000001,0.2467,0.2625,0.25320000000000004,0.2884,0.047
Mappatura_2020.6636,Mappatura_2020,03108033,533.9,58,20260512_101812_73_2553_3B,0.24065,0.28340000000000004,0.3206,0.3295,0.32280000000000003,0.3378,0.32515,0.3438,0.0088
Mappatura_2020.6637,Mappatura_2020,03108033,1015.6,112,20260512_101812_73_2553_3B,0.27545000000000003,0.31625000000000003,0.36015,0.36565000000000003,0.37765000000000004,0.38520000000000004,0.3811,0.39030000000000004,0.0066
Mappatura_2020.6638,Mappatura_2020,03108033,2599.9,288,20260512_101812_73_2553_3B,0.1464,0.1709,0.1951,0.20040000000000002,0.2139,0.22015,0.225,0.26885000000000003,0.0996
Mappatura_2020.6682,Mappatura_2020,03015098,246.0,28,20260512_101812_73_2553_3B,0.2097,0.25730000000000003,0.29600000000000004,0.29475,0.2987,0.31055,0.29895,0.33295,0.0348
Mappatura_2020.6683,Mappatura_2020,03015098,95.0,9,20260512_101812_73_2553_3B,0.0804,0.0868,0.1061,0.10830000000000001,0.1193,0.11910000000000001,0.14120000000000002,0.2262,0.3102
