gml_id,fonte,comune_istat,area_m2,n_px,strip,sr_blue,sr_green,sr_red,sr_nir,ndvi
Mappature_precedenti.4821,PRAL,03012067,301.8,33,20260330_105816_37_2514_3B,0.07490000000000001,0.08420000000000001,0.09330000000000001,0.16840000000000002,0.287
Mappature_precedenti.4825,PRAL,03012067,1842.7,204,20260330_105816_37_2514_3B,0.10725000000000001,0.12440000000000001,0.14285,0.23390000000000002,0.2417
Mappature_precedenti.4834,PRAL,03012067,78.7,8,20260330_105816_37_2514_3B,0.09555000000000001,0.1091,0.12075000000000001,0.23245000000000002,0.3163
Mappature_precedenti.4841,PRAL,03012067,312.9,40,20260330_105816_37_2514_3B,0.0732,0.08685000000000001,0.09365000000000001,0.19465000000000002,0.3503
Mappature_precedenti.4846,PRAL,03012067,85.0,9,20260330_105816_37_2514_3B,0.0889,0.11380000000000001,0.12350000000000001,0.2301,0.3015
Mappature_precedenti.4848,PRAL,03012067,94.8,10,20260330_105816_37_2514_3B,0.11220000000000001,0.1189,0.13145,0.22605,0.2646
Mappature_precedenti.4862,PRAL,03012067,2361.6,262,20260330_105816_37_2514_3B,0.08370000000000001,0.09920000000000001,0.11725000000000001,0.20550000000000002,0.2734
Mappature_precedenti.4864,PRAL,03012067,47.2,5,20260330_105816_37_2514_3B,0.0897,0.0981,0.1111,0.2061,0.2995
Mappature_precedenti.4867,PRAL,03012067,97.6,13,20260330_105816_37_2514_3B,0.0697,0.07690000000000001,0.08270000000000001,0.1549,0.3039
Mappature_precedenti.4870,PRAL,03012067,916.1,97,20260330_105816_37_2514_3B,0.0964,0.1136,0.1273,0.22390000000000002,0.2751
Mappature_precedenti.4880,PRAL,03012067,120.4,15,20260330_105816_37_2514_3B,0.0901,0.1034,0.1153,0.2038,0.2773
Mappature_precedenti.4887,PRAL,03012096,252.6,23,20260330_105816_37_2514_3B,0.09770000000000001,0.12350000000000001,0.13340000000000002,0.2437,0.2925
Mappature_precedenti.4898,PRAL,03012096,287.7,32,20260330_105816_37_2514_3B,0.28655,0.3015,0.32605,0.33955,0.0203
Mappature_precedenti.4899,PRAL,03012096,52.5,7,20260330_105816_37_2514_3B,0.0819,0.0926,0.1052,0.19990000000000002,0.3104
Mappature_precedenti.4900,PRAL,03012096,1251.9,47,20260330_105816_37_2514_3B,0.2969,0.3245,0.34800000000000003,0.3638,0.0222
Mappature_precedenti.4901,PRAL,03012096,69.6,7,20260330_105816_37_2514_3B,0.0809,0.0944,0.1037,0.2495,0.4128
Mappature_precedenti.4905,PRAL,03012096,433.0,47,20260330_105816_37_2514_3B,0.1105,0.1253,0.1449,0.22310000000000002,0.2125
Mappature_precedenti.4915,PRAL,03012134,1774.4,197,20260330_105816_37_2514_3B,0.09920000000000001,0.11180000000000001,0.12610000000000002,0.2041,0.2362
Mappature_precedenti.4918,PRAL,03012134,130.1,13,20260330_105816_37_2514_3B,0.0876,0.1038,0.10990000000000001,0.2993,0.4629
Mappature_precedenti.4922,PRAL,03012134,366.8,39,20260330_105816_37_2514_3B,0.125,0.1491,0.1646,0.2605,0.2256
Mappature_precedenti.4924,PRAL,03012134,912.1,101,20260330_105816_37_2514_3B,0.2393,0.25730000000000003,0.2782,0.31920000000000004,0.0686
Mappature_precedenti.4925,PRAL,03012134,96.9,10,20260330_105816_37_2514_3B,0.0637,0.07495,0.08485000000000001,0.16085000000000002,0.3093
Mappature_precedenti.4929,PRAL,03012134,330.9,36,20260330_105816_37_2514_3B,0.0648,0.07225000000000001,0.082,0.20495000000000002,0.4285
Mappature_precedenti.4931,PRAL,03012134,110.8,12,20260330_105816_37_2514_3B,0.10980000000000001,0.1264,0.1456,0.20750000000000002,0.1753
Mappature_precedenti.4933,PRAL,03012134,189.4,22,20260330_105816_37_2514_3B,0.2675,0.267,0.28885,0.3563,0.1045
Mappature_precedenti.4934,PRAL,03012134,2956.0,327,20260330_105816_37_2514_3B,0.11320000000000001,0.13490000000000002,0.1472,0.21610000000000001,0.1897
Mappature_precedenti.4938,PRAL,03012006,123.2,14,20260330_105816_37_2514_3B,0.1577,0.15085,0.16440000000000002,0.18050000000000002,0.0467
Mappature_precedenti.4939,PRAL,03012006,376.1,41,20260330_105816_37_2514_3B,0.1617,0.1817,0.16720000000000002,0.2313,0.1609
Mappature_precedenti.4946,PRAL,03012006,146.3,18,20260330_105816_37_2514_3B,0.0728,0.0868,0.13095,0.25370000000000004,0.3191
Mappature_precedenti.4954,PRAL,03012006,234.1,26,20260330_105816_37_2514_3B,0.1047,0.10635,0.1177,0.1663,0.1711
Mappature_precedenti.4955,PRAL,03012006,2430.7,268,20260330_105816_37_2514_3B,0.08510000000000001,0.0935,0.10045000000000001,0.1416,0.17
Mappature_precedenti.4957,PRAL,03012006,460.9,52,20260330_105816_37_2514_3B,0.1432,0.1612,0.1509,0.2005,0.1411
Mappature_precedenti.4963,PRAL,03012121,478.8,54,20260330_105816_37_2514_3B,0.1264,0.14120000000000002,0.1522,0.23600000000000002,0.2159
Mappature_precedenti.4965,PRAL,03012121,340.7,37,20260330_105816_37_2514_3B,0.2046,0.222,0.2394,0.2771,0.073
Mappature_precedenti.4966,PRAL,03012121,487.7,53,20260330_105816_37_2514_3B,0.3292,0.35050000000000003,0.3836,0.3816,-0.0026
Mappature_precedenti.4967,PRAL,03012121,477.2,52,20260330_105816_37_2514_3B,0.2564,0.27455,0.28915,0.3254,0.059
Mappature_precedenti.4968,PRAL,03012121,568.8,61,20260330_105816_37_2514_3B,0.2544,0.27590000000000003,0.2917,0.3201,0.0464
Mappature_precedenti.4969,PRAL,03012121,2884.8,319,20260330_105816_37_2514_3B,0.2381,0.2686,0.2827,0.3196,0.0613
Mappature_precedenti.4970,PRAL,03012121,106.0,10,20260330_105816_37_2514_3B,0.0903,0.10005,0.1184,0.20700000000000002,0.2723
Mappature_precedenti.4972,PRAL,03012121,165.1,19,20260330_105816_37_2514_3B,0.0707,0.08700000000000001,0.1272,0.2348,0.2972
Mappature_precedenti.4974,PRAL,03012121,221.1,24,20260330_105816_37_2514_3B,0.1199,0.12685000000000002,0.14485,0.22340000000000002,0.2133
Mappature_precedenti.4975,PRAL,03012121,233.4,25,20260330_105816_37_2514_3B,0.10110000000000001,0.1102,0.12380000000000001,0.19490000000000002,0.2231
Mappature_precedenti.4976,PRAL,03012121,315.7,34,20260330_105816_37_2514_3B,0.13805,0.15095,0.17095000000000002,0.23865,0.1653
Mappature_precedenti.4977,PRAL,03012121,419.6,47,20260330_105816_37_2514_3B,0.23190000000000002,0.2466,0.2587,0.32170000000000004,0.1085
Mappature_precedenti.4981,PRAL,03012121,167.4,18,20260330_105816_37_2514_3B,0.1288,0.14725000000000002,0.16110000000000002,0.24185,0.2004
Mappature_precedenti.4983,PRAL,03012121,56.8,6,20260330_105816_37_2514_3B,0.09035,0.10185000000000001,0.11710000000000001,0.22390000000000002,0.3132
Mappature_precedenti.4985,PRAL,03012121,235.7,26,20260330_105816_37_2514_3B,0.10020000000000001,0.11520000000000001,0.11935000000000001,0.23800000000000002,0.332
Mappature_precedenti.4987,PRAL,03012121,446.3,50,20260330_105816_37_2514_3B,0.0819,0.0891,0.09715,0.1529,0.223
Mappature_precedenti.4993,PRAL,03012121,190.3,22,20260330_105816_37_2514_3B,0.2412,0.25905,0.26930000000000004,0.27905,0.0178
Mappature_precedenti.4996,PRAL,03012002,317.6,34,20260330_105816_37_2514_3B,0.21185,0.2267,0.2363,0.2856,0.0945
Mappature_precedenti.4997,PRAL,03012002,231.8,31,20260330_105816_37_2514_3B,0.215,0.2368,0.23820000000000002,0.2826,0.0853
Mappature_precedenti.5160,PRAL,03012033,193.8,22,20260330_105816_37_2514_3B,0.2361,0.24955000000000002,0.25595,0.32595,0.1203
Mappature_precedenti.5165,PRAL,03012033,1264.6,141,20260330_105816_37_2514_3B,0.26180000000000003,0.28850000000000003,0.3005,0.3267,0.0418
Mappature_precedenti.5168,PRAL,03012033,376.9,42,20260330_105816_37_2514_3B,0.267,0.28390000000000004,0.29745,0.33175,0.0545
Mappature_precedenti.5176,PRAL,03012033,56.1,5,20260330_105816_37_2514_3B,0.065,0.0766,0.1041,0.1761,0.257
Mappature_precedenti.5178,PRAL,03012033,128.5,14,20260330_105816_37_2514_3B,0.2383,0.24505000000000002,0.263,0.30635,0.0761
Mappature_precedenti.5182,PRAL,03012033,195.7,23,20260330_105816_37_2514_3B,0.1241,0.1406,0.157,0.2295,0.1876
Mappature_precedenti.5183,PRAL,03012033,148.0,18,20260330_105816_37_2514_3B,0.20665,0.2154,0.2262,0.27735000000000004,0.1016
Mappature_precedenti.5188,PRAL,03012033,309.1,30,20260330_105816_37_2514_3B,0.27315,0.29125,0.30385,0.3295,0.0405
Mappature_precedenti.5195,PRAL,03012033,582.7,66,20260330_105816_37_2514_3B,0.13505,0.14425000000000002,0.15515,0.2074,0.1441
Mappature_precedenti.5204,PRAL,03012033,788.1,87,20260330_105816_37_2514_3B,0.08120000000000001,0.0873,0.1,0.1567,0.2209
Mappature_precedenti.5208,PRAL,03012033,886.6,96,20260330_105816_37_2514_3B,0.2071,0.22305,0.24265,0.27845000000000003,0.0687
Mappature_precedenti.5210,PRAL,03012033,54.1,7,20260330_105816_37_2514_3B,0.263,0.2594,0.27740000000000004,0.3604,0.1301
Mappature_precedenti.5213,PRAL,03012033,80.8,8,20260330_105816_37_2514_3B,0.1041,0.12440000000000001,0.1487,0.2283,0.2111
Mappature_precedenti.5215,PRAL,03012033,208.5,24,20260330_105816_37_2514_3B,0.261,0.28625,0.2888,0.31795,0.048
Mappature_precedenti.5216,PRAL,03012033,67.8,8,20260330_105816_37_2514_3B,0.09685,0.11380000000000001,0.13145,0.2134,0.2376
Mappature_precedenti.5220,PRAL,03012033,640.1,71,20260330_105816_37_2514_3B,0.2861,0.3083,0.3145,0.3305,0.0248
Mappature_precedenti.5225,PRAL,03012033,72.4,8,20260330_105816_37_2514_3B,0.08505,0.0965,0.09825,0.23785,0.4154
Mappature_precedenti.5229,PRAL,03012033,130.2,15,20260330_105816_37_2514_3B,0.0826,0.091,0.09960000000000001,0.21180000000000002,0.3603
Mappature_precedenti.5230,PRAL,03012033,105.9,10,20260330_105816_37_2514_3B,0.133,0.14835,0.16965,0.2434,0.1785
Mappature_precedenti.5232,PRAL,03012033,138.4,16,20260330_105816_37_2514_3B,0.19485000000000002,0.20915,0.20425000000000001,0.2756,0.1487
Mappature_precedenti.5233,PRAL,03012033,218.3,26,20260330_105816_37_2514_3B,0.2649,0.28855000000000003,0.31105,0.35795,0.0701
Mappature_precedenti.5236,PRAL,03012033,63.7,6,20260330_105816_37_2514_3B,0.13545000000000001,0.16925,0.17695,0.26285000000000003,0.1953
Mappature_precedenti.5244,PRAL,03012033,111.7,12,20260330_105816_37_2514_3B,0.08410000000000001,0.09910000000000001,0.1034,0.22115,0.3628
Mappature_precedenti.5249,PRAL,03012136,87.2,9,20260330_105816_37_2514_3B,0.09330000000000001,0.1134,0.1252,0.2311,0.2972
Mappature_precedenti.5252,PRAL,03012136,48.3,6,20260330_105816_37_2514_3B,0.0931,0.1121,0.1246,0.22945000000000002,0.2961
Mappature_precedenti.5254,PRAL,03012136,79.4,9,20260330_105816_37_2514_3B,0.1043,0.1102,0.1218,0.22660000000000002,0.3008
Mappature_precedenti.5256,PRAL,03012136,702.9,79,20260330_105816_37_2514_3B,0.10310000000000001,0.1193,0.1355,0.22390000000000002,0.246
Mappature_precedenti.5259,PRAL,03012136,1256.7,139,20260330_105816_37_2514_3B,0.32330000000000003,0.3524,0.3728,0.36610000000000004,-0.0091
Mappature_precedenti.5261,PRAL,03012136,248.5,26,20260330_105816_37_2514_3B,0.10175000000000001,0.11345000000000001,0.12510000000000002,0.197,0.2232
Mappature_precedenti.5263,PRAL,03012136,102.8,12,20260330_105816_37_2514_3B,0.097,0.11625,0.14635,0.23995000000000002,0.2423
Mappature_precedenti.5265,PRAL,03012136,61.8,5,20260330_105816_37_2514_3B,0.0809,0.0917,0.11370000000000001,0.1582,0.1637
Mappature_precedenti.5271,PRAL,03012136,732.7,82,20260330_105816_37_2514_3B,0.28765,0.3105,0.3392,0.3609,0.031
Mappature_precedenti.5275,PRAL,03012136,764.0,83,20260330_105816_37_2514_3B,0.08,0.0932,0.1037,0.18730000000000002,0.2873
Mappature_precedenti.5279,PRAL,03012136,325.7,35,20260330_105816_37_2514_3B,0.1267,0.1476,0.16820000000000002,0.2545,0.2042
Mappature_precedenti.5281,PRAL,03012136,1415.5,156,20260330_105816_37_2514_3B,0.11155000000000001,0.12635000000000002,0.14525000000000002,0.22065,0.2061
Mappature_precedenti.5284,PRAL,03012136,420.9,47,20260330_105816_37_2514_3B,0.2681,0.30410000000000004,0.317,0.3645,0.0697
Mappature_precedenti.5285,PRAL,03012136,165.3,18,20260330_105816_37_2514_3B,0.23775000000000002,0.2556,0.2743,0.29810000000000003,0.0416
Mappature_precedenti.5289,PRAL,03012136,164.2,18,20260330_105816_37_2514_3B,0.08095000000000001,0.0915,0.10405,0.184,0.2776
Mappature_precedenti.5290,PRAL,03012136,620.6,71,20260330_105816_37_2514_3B,0.13140000000000002,0.1671,0.1766,0.2992,0.2577
Mappature_precedenti.5296,PRAL,03012136,57.7,6,20260330_105816_37_2514_3B,0.11665,0.13770000000000002,0.15375,0.2414,0.2218
Mappature_precedenti.5301,PRAL,03012136,541.5,60,20260330_105816_37_2514_3B,0.1114,0.12990000000000002,0.14915,0.25085,0.2542
Mappature_precedenti.5302,PRAL,03012136,163.8,18,20260330_105816_37_2514_3B,0.10505,0.12040000000000001,0.13105,0.259,0.328
Mappature_precedenti.5303,PRAL,03012136,986.2,111,20260330_105816_37_2514_3B,0.2944,0.3242,0.33740000000000003,0.3514,0.0203
Mappature_precedenti.5307,PRAL,03012136,1547.0,170,20260330_105816_37_2514_3B,0.11395000000000001,0.1322,0.14835,0.2409,0.2378
Mappature_precedenti.5308,PRAL,03012136,64.9,8,20260330_105816_37_2514_3B,0.2136,0.2306,0.25075000000000003,0.26245,0.0228
Mappature_precedenti.5312,PRAL,03012136,29.0,7,20260330_105816_37_2514_3B,0.085,0.0942,0.1114,0.149,0.1444
Mappature_precedenti.5316,PRAL,03012136,207.0,24,20260330_105816_37_2514_3B,0.22375,0.2393,0.26385000000000003,0.2741,0.0191
Mappature_precedenti.5318,PRAL,03012136,366.3,42,20260330_105816_37_2514_3B,0.10505,0.1203,0.138,0.24265,0.2749
Mappature_precedenti.5321,PRAL,03012136,79.2,12,20260330_105816_37_2514_3B,0.14020000000000002,0.15435000000000001,0.16975,0.26115,0.2121
Mappature_precedenti.5499,PRAL,03012137,556.3,63,20260330_105816_37_2514_3B,0.2772,0.3103,0.3254,0.3473,0.0326
Mappature_precedenti.5500,PRAL,03012137,491.7,56,20260330_105816_37_2514_3B,0.10305,0.12565,0.14145000000000002,0.1839,0.1305
Mappature_precedenti.5502,PRAL,03012137,208.2,26,20260330_105816_37_2514_3B,0.11330000000000001,0.1252,0.14045000000000002,0.19185000000000002,0.1547
Mappature_precedenti.5507,PRAL,03012137,53.3,7,20260330_105816_37_2514_3B,0.06380000000000001,0.07300000000000001,0.07930000000000001,0.15230000000000002,0.3152
Mappature_precedenti.5512,PRAL,03012137,2083.1,231,20260330_105816_37_2514_3B,0.3176,0.3438,0.3674,0.36510000000000004,-0.0031
Mappature_precedenti.5515,PRAL,03012137,675.8,76,20260330_105816_37_2514_3B,0.1202,0.1381,0.15510000000000002,0.22815000000000002,0.1906
Mappature_precedenti.5516,PRAL,03012137,105.1,12,20260330_105816_37_2514_3B,0.0721,0.08675000000000001,0.10025,0.18345,0.2933
Mappature_precedenti.5521,PRAL,03012137,231.9,27,20260330_105816_37_2514_3B,0.21300000000000002,0.20120000000000002,0.22740000000000002,0.22610000000000002,-0.0029
Mappature_precedenti.5523,PRAL,03012137,408.2,45,20260330_105816_37_2514_3B,0.08310000000000001,0.0936,0.10360000000000001,0.1626,0.2216
Mappature_precedenti.5524,PRAL,03012137,1131.9,122,20260330_105816_37_2514_3B,0.10545,0.11735000000000001,0.1389,0.16465000000000002,0.0848
Mappature_precedenti.5526,PRAL,03012137,50.6,7,20260330_105816_37_2514_3B,0.0729,0.07390000000000001,0.08850000000000001,0.1348,0.2073
Mappature_precedenti.5544,PRAL,03012137,137.7,15,20260330_105816_37_2514_3B,0.23650000000000002,0.2543,0.26380000000000003,0.3058,0.0737
Mappature_precedenti.5545,PRAL,03012127,382.7,43,20260330_105816_37_2514_3B,0.1527,0.16010000000000002,0.1585,0.1854,0.0782
Mappature_precedenti.5546,PRAL,03012127,240.7,26,20260330_105816_37_2514_3B,0.09325,0.1038,0.1182,0.17555,0.1952
Mappature_precedenti.5547,PRAL,03012127,1050.2,126,20260330_105816_37_2514_3B,0.24945,0.278,0.30860000000000004,0.33805,0.0455
Mappature_precedenti.5548,PRAL,03012127,728.9,82,20260330_105816_37_2514_3B,0.060700000000000004,0.06475,0.0712,0.09485,0.1424
Mappature_precedenti.5551,PRAL,03012127,274.0,30,20260330_105816_37_2514_3B,0.30610000000000004,0.324,0.34305,0.36315000000000003,0.0285
Mappature_precedenti.5555,PRAL,03012127,85.1,8,20260330_105816_37_2514_3B,0.17025,0.17675000000000002,0.18480000000000002,0.2081,0.0593
Mappature_precedenti.5557,PRAL,03012127,435.9,47,20260330_105816_37_2514_3B,0.1874,0.1839,0.2028,0.22890000000000002,0.0605
Mappature_precedenti.5564,PRAL,03012127,587.4,65,20260330_105816_37_2514_3B,0.0877,0.0994,0.115,0.2034,0.2776
Mappature_precedenti.5569,PRAL,03012127,413.9,44,20260330_105816_37_2514_3B,0.21665,0.23105,0.2366,0.25855,0.0443
Mappature_precedenti.5572,PRAL,03012127,292.0,34,20260330_105816_37_2514_3B,0.062,0.07285,0.10285000000000001,0.14065,0.1552
Mappature_precedenti.5573,PRAL,03012127,89.6,10,20260330_105816_37_2514_3B,0.20875000000000002,0.2185,0.24070000000000003,0.23495000000000002,-0.0121
Mappature_precedenti.5582,PRAL,03012127,306.5,32,20260330_105816_37_2514_3B,0.28350000000000003,0.29555000000000003,0.32180000000000003,0.35535,0.0495
Mappature_precedenti.5584,PRAL,03012127,118.2,12,20260330_105816_37_2514_3B,0.06885000000000001,0.07980000000000001,0.08345000000000001,0.17435,0.3526
Mappature_precedenti.5586,PRAL,03012127,1777.1,199,20260330_105816_37_2514_3B,0.5036,0.52,0.5331,0.5609000000000001,0.0254
Mappature_precedenti.5590,PRAL,03012127,367.2,41,20260330_105816_37_2514_3B,0.097,0.1039,0.11370000000000001,0.19940000000000002,0.2737
Mappature_precedenti.5594,PRAL,03012127,451.5,50,20260330_105816_37_2514_3B,0.12055,0.1316,0.1495,0.2054,0.1575
Mappature_precedenti.5596,PRAL,03012127,140.2,15,20260330_105816_37_2514_3B,0.217,0.21680000000000002,0.2227,0.2296,0.0153
Mappature_precedenti.5597,PRAL,03012127,128.7,14,20260330_105816_37_2514_3B,0.3317,0.33230000000000004,0.37425,0.39985000000000004,0.0331
Mappature_precedenti.5600,PRAL,03012127,262.3,29,20260330_105816_37_2514_3B,0.2556,0.27340000000000003,0.2718,0.2783,0.0118
Mappature_precedenti.5602,PRAL,03012127,91.2,10,20260330_105816_37_2514_3B,0.0893,0.09995000000000001,0.10175000000000001,0.14815,0.1857
Mappature_precedenti.5607,PRAL,03012127,636.2,68,20260330_105816_37_2514_3B,0.0974,0.10500000000000001,0.11825000000000001,0.1424,0.0927
Mappature_precedenti.5610,PRAL,03012127,106.8,12,20260330_105816_37_2514_3B,0.06735000000000001,0.077,0.08105,0.14550000000000002,0.2845
Mappature_precedenti.5613,PRAL,03012127,209.1,24,20260330_105816_37_2514_3B,0.096,0.1129,0.12340000000000001,0.24135,0.3234
Mappature_precedenti.5616,PRAL,03012127,565.9,63,20260330_105816_37_2514_3B,0.0577,0.061700000000000005,0.0714,0.0985,0.1595
Mappature_precedenti.5622,PRAL,03012127,207.6,24,20260330_105816_37_2514_3B,0.12510000000000002,0.13675,0.14695,0.18005000000000002,0.1012
Mappature_precedenti.5625,PRAL,03012127,308.9,35,20260330_105816_37_2514_3B,0.08610000000000001,0.0984,0.11460000000000001,0.17070000000000002,0.1966
Mappature_precedenti.5626,PRAL,03012127,263.0,29,20260330_105816_37_2514_3B,0.0857,0.09960000000000001,0.1105,0.1744,0.2243
Mappature_precedenti.5637,PRAL,03012127,766.4,84,20260330_105816_37_2514_3B,0.22840000000000002,0.24815,0.25955,0.2727,0.0247
Mappature_precedenti.5641,PRAL,03012127,60.1,5,20260330_105816_37_2514_3B,0.2371,0.2631,0.2687,0.2871,0.0331
Mappature_precedenti.5642,PRAL,03012127,63.0,7,20260330_105816_37_2514_3B,0.0658,0.07390000000000001,0.11750000000000001,0.1396,0.086
Mappature_precedenti.5643,PRAL,03012127,677.6,76,20260330_105816_37_2514_3B,0.10135000000000001,0.1173,0.1331,0.19645,0.1922
Mappature_precedenti.5647,PRAL,03012127,1106.7,123,20260330_105816_37_2514_3B,0.058300000000000005,0.060700000000000004,0.06760000000000001,0.0903,0.1438
Mappature_precedenti.5653,PRAL,03012127,50.2,6,20260330_105816_37_2514_3B,0.09745000000000001,0.11125,0.11745,0.21845,0.3007
Mappature_precedenti.5663,PRAL,03012127,124.6,14,20260330_105816_37_2514_3B,0.1375,0.13915,0.14035,0.17850000000000002,0.1196
Mappature_precedenti.5669,PRAL,03012127,321.7,35,20260330_105816_37_2514_3B,0.09620000000000001,0.1048,0.1246,0.1917,0.2121
Mappature_precedenti.5673,PRAL,03012127,769.4,85,20260330_105816_37_2514_3B,0.0994,0.11380000000000001,0.1307,0.1942,0.1954
Mappature_precedenti.5674,PRAL,03012127,239.3,28,20260330_105816_37_2514_3B,0.10625000000000001,0.12455000000000001,0.1404,0.20570000000000002,0.1887
Mappature_precedenti.5677,PRAL,03012127,318.6,33,20260330_105816_37_2514_3B,0.09290000000000001,0.1062,0.12300000000000001,0.1698,0.1598
Mappature_precedenti.5680,PRAL,03012127,109.1,12,20260330_105816_37_2514_3B,0.06895,0.07875,0.0887,0.17320000000000002,0.3226
Mappature_precedenti.5683,PRAL,03012127,118.1,12,20260330_105816_37_2514_3B,0.05505,0.06525,0.0757,0.1401,0.2984
Mappature_precedenti.5685,PRAL,03012127,1263.8,140,20260330_105816_37_2514_3B,0.23700000000000002,0.26125000000000004,0.26990000000000003,0.3048,0.0607
Mappature_precedenti.5686,PRAL,03012127,41.2,5,20260330_105816_37_2514_3B,0.0673,0.0777,0.0845,0.159,0.306
Mappature_precedenti.5687,PRAL,03012127,71.9,8,20260330_105816_37_2514_3B,0.0635,0.07060000000000001,0.0813,0.17085,0.3551
Mappature_precedenti.5692,PRAL,03012127,186.1,21,20260330_105816_37_2514_3B,0.24630000000000002,0.26030000000000003,0.2788,0.3176,0.0651
Mappature_precedenti.5695,PRAL,03012127,432.3,48,20260330_105816_37_2514_3B,0.09705000000000001,0.11065000000000001,0.12115000000000001,0.1802,0.196
Mappature_precedenti.5699,PRAL,03012127,95.1,10,20260330_105816_37_2514_3B,0.1787,0.19505,0.20655,0.2444,0.0839
Mappature_precedenti.5706,PRAL,03012127,83.1,9,20260330_105816_37_2514_3B,0.2068,0.2233,0.24450000000000002,0.3154,0.1266
Mappature_precedenti.5707,PRAL,03012127,2580.0,287,20260330_105816_37_2514_3B,0.1553,0.1759,0.1821,0.202,0.0518
Mappature_precedenti.5723,PRAL,03012127,338.7,38,20260330_105816_37_2514_3B,0.1661,0.18150000000000002,0.20415,0.27540000000000003,0.1486
Mappature_precedenti.5729,PRAL,03012127,108.3,12,20260330_105816_37_2514_3B,0.2194,0.23025,0.2581,0.24600000000000002,-0.024
Mappature_precedenti.5749,PRAL,03012107,333.4,44,20260330_105816_37_2514_3B,0.11175,0.12895,0.1411,0.22410000000000002,0.2273
Mappature_precedenti.5752,PRAL,03012107,78.4,9,20260330_105816_37_2514_3B,0.0673,0.0737,0.08420000000000001,0.1448,0.2646
Mappature_precedenti.5754,PRAL,03012107,311.5,33,20260330_105816_37_2514_3B,0.129,0.14930000000000002,0.16590000000000002,0.24580000000000002,0.1941
Mappature_precedenti.5758,PRAL,03012107,86.8,11,20260330_105816_37_2514_3B,0.09390000000000001,0.10500000000000001,0.1198,0.2021,0.2557
Mappature_precedenti.5762,PRAL,03012107,49.5,6,20260330_105816_37_2514_3B,0.13340000000000002,0.14905000000000002,0.164,0.22635000000000002,0.1597
Mappature_precedenti.5770,PRAL,03012107,1281.4,143,20260330_105816_37_2514_3B,0.2897,0.3166,0.3264,0.36110000000000003,0.0505
Mappature_precedenti.5774,PRAL,03012107,129.2,14,20260330_105816_37_2514_3B,0.06855,0.07575,0.08755,0.1438,0.2431
Mappature_precedenti.5776,PRAL,03012107,1547.2,171,20260330_105816_37_2514_3B,0.2101,0.23370000000000002,0.24600000000000002,0.2758,0.0571
Mappature_precedenti.5784,PRAL,03012107,57.6,8,20260330_105816_37_2514_3B,0.10795,0.11670000000000001,0.13495000000000001,0.24280000000000002,0.2855
Mappature_precedenti.5786,PRAL,03012107,57.0,7,20260330_105816_37_2514_3B,0.20550000000000002,0.23500000000000001,0.26030000000000003,0.302,0.0742
Mappature_precedenti.5788,PRAL,03012107,53.7,6,20260330_105816_37_2514_3B,0.068,0.08925000000000001,0.0961,0.26855,0.4729
Mappature_precedenti.5790,PRAL,03012107,70.0,8,20260330_105816_37_2514_3B,0.09585,0.1043,0.1087,0.22045,0.3395
Mappature_precedenti.5805,PRAL,03012107,160.0,19,20260330_105816_37_2514_3B,0.1115,0.13140000000000002,0.1428,0.2155,0.2029
Mappature_precedenti.5810,PRAL,03012107,99.8,10,20260330_105816_37_2514_3B,0.09625,0.10980000000000001,0.1207,0.22265000000000001,0.2969
Mappature_precedenti.5811,PRAL,03012107,761.5,83,20260330_105816_37_2514_3B,0.1008,0.1145,0.1288,0.20450000000000002,0.2271
Mappature_precedenti.6003,PRAL,03012085,282.2,31,20260330_105816_37_2514_3B,0.13870000000000002,0.158,0.17370000000000002,0.25220000000000004,0.1843
Mappature_precedenti.6006,PRAL,03012085,78.6,11,20260330_105816_37_2514_3B,0.08510000000000001,0.09670000000000001,0.1081,0.18430000000000002,0.2606
Mappature_precedenti.6008,PRAL,03012085,114.0,14,20260330_105816_37_2514_3B,0.08275,0.10105,0.10890000000000001,0.26305,0.4144
Mappature_precedenti.6009,PRAL,03012085,253.3,28,20260330_105816_37_2514_3B,0.10110000000000001,0.12165000000000001,0.1404,0.23325,0.2485
Mappature_precedenti.6010,PRAL,03012085,106.4,12,20260330_105816_37_2514_3B,0.08990000000000001,0.09995000000000001,0.11955,0.1859,0.2172
Mappature_precedenti.6318,PRAL,03012040,146.9,16,20260330_105816_37_2514_3B,0.0916,0.1092,0.13115000000000002,0.2252,0.2639
Mappature_precedenti.6366,PRAL,03012040,79.2,10,20260330_105816_37_2514_3B,0.10935,0.11945,0.13365000000000002,0.22395,0.2525
Mappature_precedenti.6367,PRAL,03012040,48.4,5,20260330_105816_37_2514_3B,0.1384,0.15910000000000002,0.17450000000000002,0.23390000000000002,0.1454
Mappature_precedenti.6375,PRAL,03012073,2707.4,300,20260330_105816_37_2514_3B,0.10325000000000001,0.1136,0.12555,0.2092,0.2499
Mappature_precedenti.6377,PRAL,03012073,1042.2,115,20260330_105816_37_2514_3B,0.2913,0.32370000000000004,0.3427,0.3687,0.0365
Mappature_precedenti.6379,PRAL,03012073,1003.3,110,20260330_105816_37_2514_3B,0.08800000000000001,0.1102,0.1159,0.2296,0.3291
Mappature_precedenti.6380,PRAL,03012073,81.7,9,20260330_105816_37_2514_3B,0.079,0.10200000000000001,0.1637,0.2136,0.1323
