wavelength_nm,Chrysotile HS323.1B,Chrysotile coarse fib,Chrysotile fine fib,Tremolite,Actinolite,Antigorite,Concrete (road),Brick red (terracotta),Asphalt tar roof,Asphalt shingle grey,Fiberglass roofing white,Galvanized metal roof,AC roof new,AC roof moderate,AC roof weathered
816.0,0.90845,0.37443,0.14199,0.77594,0.20288,0.16307,0.31583,0.17788,0.02411,0.10232,0.79160,0.06526,0.37510,0.46399,0.55288
817.0,0.90842,0.37427,0.14201,0.77563,0.20279,0.16302,0.31577,0.17773,0.02411,0.10229,0.79136,0.06517,0.37503,0.46393,0.55283
818.0,0.90835,0.37408,0.14202,0.77540,0.20266,0.16294,0.31571,0.17757,0.02411,0.10226,0.79114,0.06508,0.37497,0.46387,0.55276
819.0,0.90832,0.37389,0.14203,0.77512,0.20260,0.16284,0.31565,0.17742,0.02410,0.10223,0.79094,0.06499,0.37492,0.46382,0.55272
820.0,0.90828,0.37369,0.14203,0.77480,0.20254,0.16274,0.31559,0.17727,0.02410,0.10219,0.79074,0.06491,0.37486,0.46376,0.55266
821.0,0.90824,0.37348,0.14203,0.77449,0.20243,0.16262,0.31552,0.17712,0.02409,0.10216,0.79054,0.06483,0.37479,0.46370,0.55261
822.0,0.90823,0.37326,0.14203,0.77432,0.20228,0.16248,0.31544,0.17697,0.02409,0.10213,0.79032,0.06474,0.37472,0.46364,0.55256
823.0,0.90820,0.37302,0.14202,0.77422,0.20214,0.16236,0.31536,0.17683,0.02409,0.10210,0.79011,0.06466,0.37464,0.46357,0.55250
824.0,0.90817,0.37278,0.14202,0.77408,0.20201,0.16225,0.31529,0.17668,0.02408,0.10207,0.78989,0.06457,0.37458,0.46351,0.55244
825.0,0.90814,0.37254,0.14201,0.77392,0.20182,0.16212,0.31523,0.17654,0.02408,0.10204,0.78967,0.06449,0.37452,0.46346,0.55239
826.0,0.90811,0.37228,0.14199,0.77364,0.20169,0.16197,0.31517,0.17641,0.02408,0.10201,0.78945,0.06440,0.37446,0.46340,0.55235
827.0,0.90809,0.37202,0.14197,0.77334,0.20159,0.16181,0.31510,0.17628,0.02408,0.10197,0.78923,0.06431,0.37440,0.46335,0.55230
828.0,0.90809,0.37175,0.14195,0.77313,0.20144,0.16164,0.31503,0.17614,0.02407,0.10194,0.78901,0.06422,0.37434,0.46330,0.55225
829.0,0.90808,0.37148,0.14192,0.77289,0.20125,0.16147,0.31496,0.17601,0.02407,0.10190,0.78879,0.06414,0.37427,0.46324,0.55221
830.0,0.90805,0.37119,0.14189,0.77257,0.20106,0.16131,0.31488,0.17589,0.02407,0.10187,0.78857,0.06405,0.37420,0.46317,0.55215
831.0,0.90805,0.37089,0.14186,0.77221,0.20088,0.16116,0.31480,0.17576,0.02407,0.10185,0.78837,0.06397,0.37413,0.46312,0.55210
832.0,0.90808,0.37058,0.14182,0.77182,0.20071,0.16099,0.31473,0.17564,0.02408,0.10182,0.78816,0.06389,0.37406,0.46307,0.55207
833.0,0.90811,0.37027,0.14179,0.77145,0.20051,0.16079,0.31466,0.17552,0.02407,0.10179,0.78796,0.06381,0.37400,0.46302,0.55204
834.0,0.90808,0.36994,0.14175,0.77111,0.20026,0.16058,0.31459,0.17541,0.02407,0.10176,0.78775,0.06373,0.37394,0.46296,0.55199
835.0,0.90806,0.36961,0.14171,0.77076,0.20000,0.16037,0.31453,0.17529,0.02407,0.10172,0.78755,0.06366,0.37388,0.46291,0.55194
836.0,0.90804,0.36928,0.14166,0.77044,0.19974,0.16017,0.31446,0.17518,0.02407,0.10169,0.78734,0.06358,0.37382,0.46285,0.55189
837.0,0.90804,0.36894,0.14162,0.77015,0.19951,0.15997,0.31439,0.17507,0.02407,0.10166,0.78714,0.06350,0.37375,0.46280,0.55185
838.0,0.90807,0.36859,0.14157,0.76986,0.19928,0.15977,0.31431,0.17496,0.02407,0.10163,0.78692,0.06342,0.37369,0.46275,0.55182
839.0,0.90807,0.36823,0.14152,0.76959,0.19905,0.15955,0.31424,0.17486,0.02407,0.10160,0.78669,0.06334,0.37362,0.46270,0.55177
840.0,0.90804,0.36787,0.14147,0.76936,0.19881,0.15931,0.31417,0.17475,0.02407,0.10156,0.78644,0.06326,0.37355,0.46264,0.55172
841.0,0.90801,0.36751,0.14142,0.76914,0.19855,0.15905,0.31410,0.17465,0.02407,0.10153,0.78617,0.06317,0.37349,0.46257,0.55166
842.0,0.90797,0.36714,0.14137,0.76890,0.19823,0.15884,0.31403,0.17456,0.02407,0.10150,0.78588,0.06309,0.37342,0.46251,0.55160
843.0,0.90796,0.36677,0.14131,0.76870,0.19798,0.15863,0.31396,0.17447,0.02407,0.10146,0.78558,0.06300,0.37336,0.46246,0.55156
844.0,0.90797,0.36640,0.14126,0.76850,0.19776,0.15841,0.31389,0.17438,0.02407,0.10143,0.78528,0.06292,0.37329,0.46241,0.55152
845.0,0.90795,0.36601,0.14120,0.76829,0.19747,0.15819,0.31381,0.17429,0.02406,0.10139,0.78498,0.06285,0.37323,0.46235,0.55147
846.0,0.90793,0.36563,0.14114,0.76796,0.19721,0.15795,0.31374,0.17421,0.02406,0.10136,0.78468,0.06277,0.37316,0.46229,0.55141
847.0,0.90788,0.36524,0.14108,0.76756,0.19694,0.15770,0.31366,0.17413,0.02406,0.10133,0.78438,0.06270,0.37308,0.46222,0.55135
848.0,0.90782,0.36485,0.14102,0.76716,0.19662,0.15746,0.31359,0.17405,0.02406,0.10129,0.78407,0.06262,0.37301,0.46215,0.55128
849.0,0.90777,0.36446,0.14096,0.76678,0.19633,0.15724,0.31352,0.17397,0.02406,0.10126,0.78374,0.06255,0.37294,0.46208,0.55122
850.0,0.90772,0.36406,0.14090,0.76636,0.19603,0.15700,0.31345,0.17390,0.02407,0.10122,0.78341,0.06247,0.37288,0.46202,0.55116
851.0,0.90768,0.36366,0.14084,0.76588,0.19571,0.15676,0.31339,0.17382,0.02407,0.10119,0.78306,0.06239,0.37282,0.46196,0.55111
852.0,0.90767,0.36326,0.14078,0.76536,0.19544,0.15653,0.31333,0.17375,0.02407,0.10115,0.78270,0.06231,0.37277,0.46192,0.55107
853.0,0.90764,0.36286,0.14071,0.76487,0.19523,0.15631,0.31327,0.17368,0.02407,0.10112,0.78231,0.06224,0.37271,0.46186,0.55102
854.0,0.90759,0.36246,0.14064,0.76447,0.19500,0.15608,0.31320,0.17362,0.02407,0.10108,0.78190,0.06217,0.37264,0.46180,0.55096
855.0,0.90752,0.36205,0.14057,0.76415,0.19472,0.15585,0.31313,0.17356,0.02408,0.10105,0.78146,0.06209,0.37257,0.46173,0.55089
856.0,0.90744,0.36165,0.14051,0.76391,0.19440,0.15563,0.31306,0.17350,0.02408,0.10102,0.78097,0.06200,0.37250,0.46166,0.55081
857.0,0.90742,0.36125,0.14044,0.76372,0.19410,0.15540,0.31299,0.17344,0.02409,0.10098,0.78044,0.06192,0.37244,0.46160,0.55076
858.0,0.90741,0.36084,0.14037,0.76355,0.19384,0.15518,0.31293,0.17339,0.02409,0.10095,0.77985,0.06184,0.37238,0.46155,0.55072
859.0,0.90741,0.36044,0.14030,0.76340,0.19357,0.15497,0.31287,0.17334,0.02410,0.10092,0.77919,0.06177,0.37232,0.46150,0.55068
860.0,0.90743,0.36003,0.14023,0.76323,0.19333,0.15476,0.31280,0.17329,0.02410,0.10089,0.77846,0.06170,0.37227,0.46146,0.55065
861.0,0.90745,0.35963,0.14016,0.76305,0.19310,0.15457,0.31273,0.17326,0.02410,0.10085,0.77765,0.06164,0.37220,0.46141,0.55062
862.0,0.90742,0.35922,0.14009,0.76291,0.19277,0.15436,0.31266,0.17322,0.02411,0.10082,0.77681,0.06158,0.37213,0.46135,0.55056
863.0,0.90737,0.35881,0.14001,0.76271,0.19252,0.15415,0.31258,0.17319,0.02411,0.10078,0.77597,0.06151,0.37206,0.46128,0.55050
864.0,0.90738,0.35841,0.13994,0.76239,0.19229,0.15395,0.31251,0.17315,0.02412,0.10075,0.77514,0.06144,0.37199,0.46123,0.55046
865.0,0.90738,0.35800,0.13988,0.76201,0.19200,0.15376,0.31244,0.17312,0.02413,0.10072,0.77429,0.06135,0.37193,0.46117,0.55041
866.0,0.90734,0.35760,0.13981,0.76159,0.19175,0.15357,0.31237,0.17309,0.02413,0.10069,0.77342,0.06127,0.37187,0.46111,0.55036
867.0,0.90728,0.35721,0.13974,0.76111,0.19151,0.15338,0.31231,0.17306,0.02413,0.10066,0.77253,0.06119,0.37181,0.46105,0.55030
868.0,0.90727,0.35681,0.13967,0.76057,0.19124,0.15317,0.31225,0.17304,0.02414,0.10062,0.77163,0.06112,0.37175,0.46101,0.55026
869.0,0.90728,0.35642,0.13960,0.75999,0.19098,0.15298,0.31219,0.17302,0.02414,0.10059,0.77071,0.06105,0.37170,0.46097,0.55023
870.0,0.90727,0.35603,0.13953,0.75941,0.19070,0.15281,0.31214,0.17301,0.02414,0.10056,0.76981,0.06098,0.37165,0.46092,0.55019
871.0,0.90722,0.35564,0.13947,0.75888,0.19047,0.15264,0.31208,0.17300,0.02415,0.10053,0.76899,0.06091,0.37159,0.46086,0.55013
872.0,0.90714,0.35526,0.13940,0.75838,0.19029,0.15244,0.31201,0.17299,0.02416,0.10050,0.76830,0.06084,0.37153,0.46079,0.55006
873.0,0.90710,0.35487,0.13934,0.75790,0.19008,0.15226,0.31195,0.17298,0.02416,0.10047,0.76775,0.06077,0.37147,0.46074,0.55001
874.0,0.90711,0.35449,0.13927,0.75746,0.18987,0.15210,0.31189,0.17298,0.02417,0.10044,0.76736,0.06069,0.37141,0.46069,0.54998
875.0,0.90712,0.35411,0.13921,0.75706,0.18967,0.15196,0.31183,0.17298,0.02417,0.10040,0.76713,0.06061,0.37136,0.46065,0.54995
876.0,0.90713,0.35373,0.13914,0.75669,0.18943,0.15183,0.31177,0.17298,0.02417,0.10036,0.76705,0.06054,0.37131,0.46061,0.54992
877.0,0.90713,0.35335,0.13908,0.75637,0.18924,0.15168,0.31172,0.17299,0.02417,0.10032,0.76712,0.06047,0.37126,0.46057,0.54988
878.0,0.90714,0.35298,0.13901,0.75611,0.18906,0.15151,0.31166,0.17300,0.02418,0.10029,0.76733,0.06039,0.37121,0.46053,0.54985
879.0,0.90715,0.35260,0.13895,0.75596,0.18878,0.15134,0.31161,0.17301,0.02418,0.10026,0.76764,0.06032,0.37116,0.46049,0.54983
880.0,0.90715,0.35223,0.13889,0.75578,0.18861,0.15120,0.31155,0.17302,0.02419,0.10024,0.76803,0.06025,0.37111,0.46045,0.54979
881.0,0.90712,0.35186,0.13882,0.75554,0.18847,0.15106,0.31150,0.17304,0.02420,0.10021,0.76847,0.06017,0.37106,0.46040,0.54975
882.0,0.90707,0.35150,0.13876,0.75528,0.18824,0.15090,0.31144,0.17306,0.02421,0.10017,0.76892,0.06010,0.37101,0.46035,0.54969
883.0,0.90703,0.35114,0.13870,0.75499,0.18800,0.15074,0.31139,0.17308,0.02422,0.10014,0.76932,0.06003,0.37095,0.46030,0.54965
884.0,0.90701,0.35078,0.13864,0.75468,0.18779,0.15061,0.31134,0.17312,0.02423,0.10011,0.76966,0.05997,0.37091,0.46026,0.54961
885.0,0.90697,0.35042,0.13858,0.75433,0.18762,0.15049,0.31130,0.17316,0.02423,0.10008,0.76990,0.05990,0.37087,0.46022,0.54957
886.0,0.90690,0.35007,0.13852,0.75386,0.18752,0.15037,0.31126,0.17319,0.02424,0.10005,0.77006,0.05982,0.37082,0.46017,0.54951
887.0,0.90683,0.34972,0.13846,0.75337,0.18743,0.15025,0.31121,0.17322,0.02425,0.10002,0.77013,0.05975,0.37078,0.46012,0.54946
888.0,0.90679,0.34938,0.13840,0.75285,0.18730,0.15016,0.31117,0.17325,0.02425,0.09999,0.77014,0.05966,0.37073,0.46008,0.54942
889.0,0.90673,0.34903,0.13834,0.75225,0.18715,0.15006,0.31112,0.17327,0.02426,0.09995,0.77007,0.05957,0.37068,0.46002,0.54936
890.0,0.90664,0.34869,0.13828,0.75163,0.18697,0.14996,0.31107,0.17331,0.02426,0.09992,0.76993,0.05949,0.37062,0.45996,0.54930
891.0,0.90660,0.34836,0.13823,0.75099,0.18681,0.14989,0.31101,0.17335,0.02427,0.09989,0.76973,0.05940,0.37057,0.45991,0.54925
892.0,0.90656,0.34803,0.13818,0.75034,0.18666,0.14981,0.31096,0.17340,0.02427,0.09986,0.76947,0.05933,0.37052,0.45986,0.54920
893.0,0.90651,0.34771,0.13812,0.74968,0.18651,0.14974,0.31091,0.17344,0.02428,0.09983,0.76916,0.05926,0.37047,0.45981,0.54915
894.0,0.90648,0.34739,0.13807,0.74907,0.18641,0.14968,0.31087,0.17349,0.02429,0.09980,0.76881,0.05919,0.37043,0.45977,0.54911
895.0,0.90646,0.34707,0.13801,0.74852,0.18633,0.14962,0.31083,0.17355,0.02429,0.09977,0.76844,0.05911,0.37039,0.45973,0.54908
896.0,0.90646,0.34677,0.13796,0.74797,0.18615,0.14955,0.31079,0.17361,0.02430,0.09974,0.76805,0.05903,0.37035,0.45970,0.54905
897.0,0.90645,0.34646,0.13790,0.74753,0.18600,0.14950,0.31075,0.17368,0.02431,0.09971,0.76765,0.05895,0.37032,0.45967,0.54903
898.0,0.90643,0.34617,0.13785,0.74713,0.18587,0.14946,0.31071,0.17375,0.02432,0.09968,0.76725,0.05887,0.37028,0.45964,0.54899
899.0,0.90635,0.34588,0.13781,0.74670,0.18569,0.14943,0.31067,0.17381,0.02433,0.09965,0.76686,0.05879,0.37024,0.45959,0.54894
900.0,0.90628,0.34561,0.13777,0.74629,0.18559,0.14938,0.31064,0.17386,0.02433,0.09962,0.76648,0.05871,0.37020,0.45955,0.54889
901.0,0.90625,0.34536,0.13773,0.74589,0.18552,0.14933,0.31060,0.17392,0.02434,0.09960,0.76611,0.05863,0.37017,0.45951,0.54886
902.0,0.90627,0.34512,0.13770,0.74548,0.18541,0.14930,0.31056,0.17398,0.02435,0.09957,0.76574,0.05855,0.37013,0.45949,0.54884
903.0,0.90629,0.34489,0.13767,0.74505,0.18531,0.14928,0.31052,0.17405,0.02436,0.09954,0.76537,0.05847,0.37010,0.45947,0.54883
904.0,0.90633,0.34467,0.13764,0.74459,0.18524,0.14928,0.31048,0.17413,0.02437,0.09952,0.76502,0.05839,0.37007,0.45945,0.54882
905.0,0.90638,0.34446,0.13761,0.74408,0.18516,0.14929,0.31045,0.17421,0.02438,0.09949,0.76467,0.05830,0.37004,0.45943,0.54882
906.0,0.90643,0.34425,0.13758,0.74351,0.18500,0.14927,0.31041,0.17430,0.02440,0.09947,0.76433,0.05822,0.37001,0.45942,0.54882
907.0,0.90642,0.34404,0.13756,0.74294,0.18488,0.14924,0.31038,0.17438,0.02441,0.09944,0.76401,0.05813,0.36998,0.45939,0.54879
908.0,0.90637,0.34383,0.13754,0.74236,0.18482,0.14924,0.31034,0.17447,0.02442,0.09942,0.76372,0.05805,0.36995,0.45935,0.54875
909.0,0.90635,0.34363,0.13751,0.74176,0.18476,0.14927,0.31031,0.17455,0.02442,0.09939,0.76345,0.05796,0.36991,0.45932,0.54872
910.0,0.90639,0.34342,0.13749,0.74116,0.18465,0.14931,0.31027,0.17463,0.02443,0.09936,0.76318,0.05788,0.36988,0.45930,0.54872
911.0,0.90637,0.34322,0.13747,0.74053,0.18457,0.14933,0.31023,0.17472,0.02443,0.09933,0.76291,0.05780,0.36985,0.45927,0.54869
912.0,0.90641,0.34302,0.13745,0.73986,0.18452,0.14934,0.31020,0.17481,0.02444,0.09930,0.76263,0.05771,0.36982,0.45925,0.54869
913.0,0.90650,0.34282,0.13742,0.73916,0.18440,0.14937,0.31017,0.17491,0.02445,0.09928,0.76236,0.05763,0.36980,0.45925,0.54870
914.0,0.90657,0.34263,0.13740,0.73840,0.18433,0.14941,0.31014,0.17500,0.02447,0.09926,0.76212,0.05754,0.36979,0.45925,0.54872
915.0,0.90657,0.34243,0.13738,0.73760,0.18427,0.14944,0.31012,0.17510,0.02448,0.09924,0.76191,0.05745,0.36976,0.45923,0.54870
916.0,0.90653,0.34224,0.13735,0.73679,0.18417,0.14948,0.31009,0.17519,0.02449,0.09921,0.76170,0.05736,0.36974,0.45920,0.54867
917.0,0.90647,0.34205,0.13733,0.73603,0.18414,0.14952,0.31007,0.17529,0.02450,0.09919,0.76148,0.05726,0.36971,0.45917,0.54863
918.0,0.90640,0.34186,0.13731,0.73535,0.18409,0.14956,0.31004,0.17539,0.02451,0.09916,0.76126,0.05717,0.36967,0.45913,0.54858
919.0,0.90639,0.34168,0.13729,0.73468,0.18400,0.14962,0.31001,0.17550,0.02451,0.09913,0.76103,0.05707,0.36965,0.45911,0.54856
920.0,0.90639,0.34150,0.13728,0.73399,0.18392,0.14969,0.30999,0.17561,0.02452,0.09910,0.76079,0.05698,0.36963,0.45909,0.54855
921.0,0.90637,0.34133,0.13726,0.73335,0.18389,0.14976,0.30996,0.17572,0.02452,0.09907,0.76055,0.05688,0.36960,0.45907,0.54853
922.0,0.90631,0.34116,0.13725,0.73276,0.18383,0.14986,0.30994,0.17584,0.02453,0.09904,0.76031,0.05679,0.36958,0.45904,0.54849
923.0,0.90625,0.34101,0.13724,0.73219,0.18373,0.14993,0.30992,0.17594,0.02454,0.09902,0.76008,0.05670,0.36955,0.45900,0.54845
924.0,0.90625,0.34085,0.13723,0.73156,0.18360,0.15000,0.30989,0.17604,0.02455,0.09899,0.75985,0.05660,0.36953,0.45898,0.54843
925.0,0.90625,0.34070,0.13723,0.73092,0.18352,0.15008,0.30987,0.17614,0.02456,0.09896,0.75963,0.05651,0.36951,0.45896,0.54842
926.0,0.90616,0.34055,0.13722,0.73032,0.18347,0.15018,0.30985,0.17625,0.02457,0.09894,0.75940,0.05642,0.36948,0.45893,0.54837
927.0,0.90611,0.34041,0.13722,0.72981,0.18340,0.15025,0.30984,0.17637,0.02458,0.09892,0.75916,0.05633,0.36947,0.45891,0.54835
928.0,0.90606,0.34026,0.13722,0.72930,0.18336,0.15033,0.30983,0.17649,0.02459,0.09890,0.75894,0.05623,0.36945,0.45889,0.54832
929.0,0.90602,0.34012,0.13722,0.72865,0.18332,0.15044,0.30981,0.17661,0.02460,0.09888,0.75875,0.05614,0.36943,0.45886,0.54829
930.0,0.90601,0.33998,0.13722,0.72783,0.18319,0.15058,0.30978,0.17673,0.02461,0.09885,0.75858,0.05604,0.36941,0.45884,0.54828
931.0,0.90602,0.33984,0.13722,0.72690,0.18307,0.15070,0.30976,0.17685,0.02462,0.09882,0.75843,0.05595,0.36939,0.45882,0.54826
932.0,0.90599,0.33968,0.13722,0.72592,0.18297,0.15080,0.30974,0.17697,0.02464,0.09880,0.75830,0.05585,0.36936,0.45880,0.54824
933.0,0.90591,0.33951,0.13722,0.72491,0.18284,0.15092,0.30972,0.17709,0.02465,0.09879,0.75818,0.05576,0.36934,0.45877,0.54820
934.0,0.90581,0.33929,0.13721,0.72392,0.18282,0.15109,0.30971,0.17722,0.02466,0.09877,0.75808,0.05566,0.36932,0.45873,0.54815
935.0,0.90567,0.33901,0.13719,0.72290,0.18283,0.15123,0.30970,0.17734,0.02466,0.09874,0.75798,0.05556,0.36929,0.45869,0.54809
936.0,0.90545,0.33864,0.13716,0.72183,0.18279,0.15134,0.30968,0.17747,0.02467,0.09871,0.75789,0.05545,0.36926,0.45863,0.54799
937.0,0.90512,0.33814,0.13710,0.72072,0.18274,0.15146,0.30967,0.17760,0.02468,0.09869,0.75780,0.05535,0.36922,0.45853,0.54785
938.0,0.90475,0.33752,0.13702,0.71958,0.18265,0.15159,0.30966,0.17773,0.02469,0.09866,0.75771,0.05525,0.36917,0.45843,0.54770
939.0,0.90429,0.33679,0.13692,0.71842,0.18254,0.15169,0.30964,0.17786,0.02470,0.09864,0.75763,0.05515,0.36911,0.45831,0.54750
940.0,0.90374,0.33597,0.13680,0.71727,0.18243,0.15177,0.30963,0.17798,0.02471,0.09863,0.75755,0.05505,0.36904,0.45816,0.54727
941.0,0.90317,0.33512,0.13666,0.71619,0.18231,0.15185,0.30961,0.17810,0.02473,0.09861,0.75748,0.05495,0.36897,0.45800,0.54704
942.0,0.90273,0.33428,0.13652,0.71525,0.18222,0.15196,0.30960,0.17822,0.02474,0.09858,0.75741,0.05485,0.36891,0.45788,0.54685
943.0,0.90233,0.33352,0.13639,0.71436,0.18215,0.15207,0.30959,0.17834,0.02476,0.09856,0.75733,0.05476,0.36886,0.45778,0.54669
944.0,0.90196,0.33287,0.13628,0.71351,0.18200,0.15215,0.30958,0.17847,0.02477,0.09853,0.75722,0.05466,0.36882,0.45767,0.54653
945.0,0.90172,0.33237,0.13619,0.71245,0.18188,0.15222,0.30957,0.17861,0.02477,0.09851,0.75710,0.05456,0.36879,0.45761,0.54643
946.0,0.90188,0.33204,0.13614,0.71072,0.18176,0.15234,0.30957,0.17874,0.02478,0.09849,0.75699,0.05446,0.36880,0.45764,0.54649
947.0,0.90204,0.33185,0.13613,0.70825,0.18150,0.15247,0.30956,0.17887,0.02479,0.09847,0.75690,0.05435,0.36880,0.45768,0.54655
948.0,0.90224,0.33172,0.13614,0.70384,0.18124,0.15260,0.30955,0.17900,0.02480,0.09845,0.75684,0.05425,0.36882,0.45772,0.54662
949.0,0.90254,0.33163,0.13617,0.69902,0.18095,0.15274,0.30954,0.17912,0.02481,0.09843,0.75678,0.05414,0.36884,0.45779,0.54674
950.0,0.90294,0.33157,0.13622,0.69513,0.18051,0.15290,0.30954,0.17926,0.02482,0.09841,0.75669,0.05404,0.36888,0.45789,0.54690
951.0,0.90326,0.33154,0.13628,0.69336,0.18027,0.15305,0.30955,0.17939,0.02483,0.09838,0.75657,0.05393,0.36892,0.45797,0.54703
952.0,0.90357,0.33154,0.13636,0.69322,0.18015,0.15319,0.30955,0.17953,0.02484,0.09836,0.75644,0.05383,0.36895,0.45805,0.54716
953.0,0.90391,0.33159,0.13645,0.69357,0.17998,0.15334,0.30954,0.17966,0.02484,0.09833,0.75632,0.05373,0.36898,0.45814,0.54729
954.0,0.90413,0.33173,0.13654,0.69458,0.17981,0.15350,0.30953,0.17978,0.02485,0.09831,0.75621,0.05362,0.36899,0.45818,0.54737
955.0,0.90436,0.33195,0.13664,0.69638,0.17976,0.15364,0.30952,0.17990,0.02486,0.09828,0.75609,0.05352,0.36901,0.45823,0.54746
956.0,0.90459,0.33226,0.13673,0.69822,0.17977,0.15379,0.30952,0.18002,0.02487,0.09827,0.75594,0.05341,0.36902,0.45828,0.54754
957.0,0.90476,0.33263,0.13683,0.69964,0.17973,0.15397,0.30952,0.18013,0.02488,0.09826,0.75578,0.05331,0.36904,0.45833,0.54761
958.0,0.90488,0.33307,0.13692,0.69985,0.17965,0.15413,0.30952,0.18026,0.02489,0.09824,0.75560,0.05322,0.36906,0.45836,0.54767
959.0,0.90505,0.33353,0.13701,0.69926,0.17954,0.15429,0.30953,0.18039,0.02489,0.09821,0.75541,0.05313,0.36908,0.45841,0.54774
960.0,0.90519,0.33398,0.13709,0.69855,0.17945,0.15448,0.30953,0.18053,0.02490,0.09817,0.75520,0.05303,0.36910,0.45845,0.54780
961.0,0.90529,0.33439,0.13716,0.69770,0.17927,0.15469,0.30953,0.18068,0.02491,0.09814,0.75498,0.05293,0.36910,0.45847,0.54783
962.0,0.90551,0.33475,0.13723,0.69678,0.17915,0.15485,0.30952,0.18081,0.02493,0.09811,0.75472,0.05282,0.36911,0.45851,0.54791
963.0,0.90563,0.33505,0.13729,0.69580,0.17909,0.15502,0.30950,0.18094,0.02494,0.09810,0.75443,0.05271,0.36911,0.45853,0.54795
964.0,0.90571,0.33529,0.13735,0.69479,0.17887,0.15523,0.30948,0.18107,0.02495,0.09808,0.75411,0.05261,0.36910,0.45854,0.54797
965.0,0.90583,0.33547,0.13741,0.69377,0.17868,0.15546,0.30947,0.18120,0.02496,0.09806,0.75378,0.05252,0.36911,0.45856,0.54802
966.0,0.90596,0.33561,0.13747,0.69279,0.17852,0.15561,0.30947,0.18133,0.02496,0.09802,0.75345,0.05243,0.36912,0.45859,0.54807
967.0,0.90602,0.33571,0.13752,0.69189,0.17823,0.15574,0.30947,0.18146,0.02497,0.09799,0.75311,0.05233,0.36913,0.45861,0.54809
968.0,0.90607,0.33579,0.13757,0.69100,0.17807,0.15586,0.30947,0.18158,0.02498,0.09797,0.75276,0.05223,0.36913,0.45862,0.54811
969.0,0.90615,0.33584,0.13762,0.69000,0.17789,0.15599,0.30947,0.18171,0.02500,0.09796,0.75242,0.05213,0.36914,0.45864,0.54814
970.0,0.90624,0.33586,0.13766,0.68894,0.17761,0.15614,0.30947,0.18184,0.02501,0.09796,0.75206,0.05203,0.36915,0.45866,0.54818
971.0,0.90626,0.33587,0.13771,0.68797,0.17736,0.15628,0.30948,0.18196,0.02503,0.09794,0.75169,0.05194,0.36916,0.45868,0.54819
972.0,0.90625,0.33587,0.13775,0.68699,0.17721,0.15641,0.30949,0.18208,0.02505,0.09793,0.75131,0.05185,0.36917,0.45868,0.54820
973.0,0.90625,0.33585,0.13779,0.68598,0.17707,0.15652,0.30951,0.18221,0.02506,0.09791,0.75094,0.05176,0.36918,0.45870,0.54821
974.0,0.90627,0.33582,0.13783,0.68509,0.17686,0.15664,0.30952,0.18233,0.02506,0.09790,0.75058,0.05167,0.36920,0.45871,0.54822
975.0,0.90631,0.33578,0.13787,0.68409,0.17662,0.15671,0.30953,0.18245,0.02507,0.09788,0.75025,0.05158,0.36921,0.45872,0.54824
976.0,0.90637,0.33573,0.13790,0.68300,0.17640,0.15679,0.30953,0.18257,0.02508,0.09787,0.74992,0.05147,0.36921,0.45874,0.54826
977.0,0.90643,0.33566,0.13794,0.68192,0.17621,0.15690,0.30952,0.18269,0.02509,0.09785,0.74961,0.05137,0.36921,0.45875,0.54828
978.0,0.90649,0.33559,0.13797,0.68089,0.17593,0.15701,0.30951,0.18281,0.02510,0.09782,0.74931,0.05128,0.36920,0.45875,0.54830
979.0,0.90656,0.33552,0.13800,0.67983,0.17569,0.15714,0.30950,0.18294,0.02510,0.09780,0.74902,0.05120,0.36920,0.45876,0.54832
980.0,0.90662,0.33543,0.13802,0.67869,0.17553,0.15727,0.30950,0.18306,0.02510,0.09777,0.74873,0.05112,0.36922,0.45878,0.54835
981.0,0.90670,0.33535,0.13805,0.67765,0.17531,0.15738,0.30952,0.18317,0.02510,0.09775,0.74846,0.05104,0.36924,0.45881,0.54839
982.0,0.90679,0.33527,0.13808,0.67657,0.17510,0.15753,0.30954,0.18328,0.02511,0.09773,0.74820,0.05095,0.36926,0.45885,0.54844
983.0,0.90676,0.33518,0.13811,0.67545,0.17487,0.15762,0.30956,0.18338,0.02511,0.09771,0.74796,0.05085,0.36928,0.45886,0.54844
984.0,0.90672,0.33509,0.13813,0.67439,0.17456,0.15769,0.30958,0.18348,0.02512,0.09769,0.74773,0.05076,0.36929,0.45887,0.54844
985.0,0.90676,0.33500,0.13816,0.67330,0.17426,0.15776,0.30959,0.18359,0.02513,0.09767,0.74751,0.05067,0.36931,0.45888,0.54846
986.0,0.90686,0.33490,0.13818,0.67220,0.17402,0.15782,0.30959,0.18370,0.02514,0.09765,0.74730,0.05059,0.36931,0.45890,0.54850
987.0,0.90683,0.33480,0.13820,0.67113,0.17380,0.15788,0.30957,0.18382,0.02515,0.09763,0.74708,0.05051,0.36930,0.45889,0.54847
988.0,0.90681,0.33469,0.13822,0.67013,0.17353,0.15796,0.30956,0.18392,0.02516,0.09761,0.74686,0.05043,0.36929,0.45887,0.54846
989.0,0.90682,0.33459,0.13824,0.66908,0.17332,0.15805,0.30956,0.18402,0.02517,0.09759,0.74665,0.05035,0.36929,0.45888,0.54847
990.0,0.90669,0.33449,0.13827,0.66799,0.17316,0.15809,0.30957,0.18410,0.02518,0.09757,0.74643,0.05026,0.36928,0.45885,0.54842
