wavelength_nm,Chrysotile HS323.1B,Chrysotile coarse fib,Chrysotile fine fib,Tremolite,Actinolite,Antigorite,Concrete (road),Brick red (terracotta),Asphalt tar roof,Asphalt shingle grey,Fiberglass roofing white,Galvanized metal roof,AC roof new,AC roof moderate,AC roof weathered
1469.0,0.89546,0.30551,0.13904,0.85943,0.49757,0.29275,0.32216,0.18824,0.02650,0.08745,0.61205,0.11078,0.37949,0.46549,0.55148
1470.0,0.89559,0.30586,0.13910,0.85963,0.49837,0.29348,0.32227,0.18832,0.02650,0.08744,0.61315,0.11085,0.37961,0.46560,0.55160
1471.0,0.89573,0.30622,0.13915,0.85982,0.49917,0.29419,0.32239,0.18839,0.02651,0.08743,0.61427,0.11091,0.37972,0.46572,0.55172
1472.0,0.89583,0.30658,0.13921,0.86001,0.49986,0.29489,0.32250,0.18847,0.02651,0.08742,0.61539,0.11097,0.37984,0.46584,0.55184
1473.0,0.89591,0.30693,0.13926,0.86021,0.50055,0.29559,0.32261,0.18855,0.02651,0.08740,0.61652,0.11102,0.37994,0.46594,0.55193
1474.0,0.89598,0.30729,0.13932,0.86043,0.50128,0.29629,0.32273,0.18863,0.02651,0.08739,0.61764,0.11107,0.38005,0.46604,0.55203
1475.0,0.89605,0.30764,0.13937,0.86066,0.50201,0.29698,0.32285,0.18872,0.02651,0.08738,0.61875,0.11113,0.38017,0.46615,0.55213
1476.0,0.89610,0.30798,0.13943,0.86087,0.50266,0.29766,0.32297,0.18881,0.02651,0.08737,0.61983,0.11118,0.38028,0.46625,0.55222
1477.0,0.89613,0.30833,0.13948,0.86107,0.50331,0.29832,0.32310,0.18890,0.02652,0.08735,0.62088,0.11124,0.38040,0.46636,0.55231
1478.0,0.89616,0.30867,0.13954,0.86124,0.50399,0.29897,0.32323,0.18899,0.02652,0.08734,0.62191,0.11129,0.38052,0.46646,0.55240
1479.0,0.89619,0.30901,0.13959,0.86140,0.50467,0.29960,0.32336,0.18908,0.02652,0.08733,0.62290,0.11134,0.38064,0.46657,0.55249
1480.0,0.89623,0.30935,0.13965,0.86156,0.50526,0.30023,0.32349,0.18917,0.02652,0.08732,0.62386,0.11138,0.38076,0.46667,0.55259
1481.0,0.89629,0.30969,0.13971,0.86173,0.50585,0.30085,0.32362,0.18926,0.02652,0.08731,0.62480,0.11144,0.38089,0.46679,0.55269
1482.0,0.89635,0.31003,0.13977,0.86193,0.50648,0.30148,0.32376,0.18935,0.02652,0.08730,0.62571,0.11149,0.38102,0.46691,0.55279
1483.0,0.89643,0.31037,0.13983,0.86213,0.50712,0.30212,0.32390,0.18944,0.02652,0.08729,0.62659,0.11154,0.38115,0.46703,0.55291
1484.0,0.89649,0.31071,0.13989,0.86227,0.50772,0.30274,0.32404,0.18953,0.02652,0.08727,0.62744,0.11159,0.38128,0.46715,0.55302
1485.0,0.89656,0.31105,0.13995,0.86241,0.50832,0.30336,0.32417,0.18962,0.02653,0.08726,0.62827,0.11164,0.38141,0.46727,0.55312
1486.0,0.89662,0.31139,0.14001,0.86259,0.50897,0.30395,0.32430,0.18971,0.02653,0.08724,0.62909,0.11169,0.38153,0.46738,0.55323
1487.0,0.89668,0.31174,0.14008,0.86278,0.50964,0.30451,0.32443,0.18980,0.02654,0.08722,0.62988,0.11173,0.38165,0.46749,0.55333
1488.0,0.89673,0.31208,0.14014,0.86292,0.51021,0.30507,0.32455,0.18988,0.02654,0.08721,0.63066,0.11177,0.38177,0.46760,0.55342
1489.0,0.89679,0.31242,0.14020,0.86303,0.51077,0.30561,0.32468,0.18997,0.02655,0.08720,0.63143,0.11181,0.38189,0.46770,0.55352
1490.0,0.89682,0.31276,0.14026,0.86313,0.51135,0.30616,0.32480,0.19006,0.02655,0.08718,0.63219,0.11186,0.38200,0.46780,0.55361
1491.0,0.89682,0.31310,0.14032,0.86323,0.51194,0.30669,0.32492,0.19014,0.02654,0.08717,0.63296,0.11190,0.38211,0.46789,0.55368
1492.0,0.89682,0.31343,0.14038,0.86329,0.51246,0.30723,0.32504,0.19023,0.02654,0.08716,0.63373,0.11195,0.38222,0.46799,0.55375
1493.0,0.89680,0.31375,0.14044,0.86334,0.51296,0.30777,0.32517,0.19031,0.02654,0.08714,0.63448,0.11200,0.38233,0.46807,0.55382
1494.0,0.89679,0.31406,0.14049,0.86338,0.51348,0.30832,0.32529,0.19039,0.02654,0.08713,0.63523,0.11205,0.38244,0.46817,0.55389
1495.0,0.89680,0.31436,0.14055,0.86343,0.51403,0.30889,0.32541,0.19047,0.02654,0.08711,0.63597,0.11210,0.38255,0.46826,0.55397
1496.0,0.89682,0.31466,0.14060,0.86345,0.51452,0.30945,0.32554,0.19055,0.02654,0.08710,0.63671,0.11214,0.38267,0.46836,0.55405
1497.0,0.89683,0.31494,0.14065,0.86346,0.51497,0.31003,0.32566,0.19064,0.02654,0.08708,0.63746,0.11219,0.38278,0.46845,0.55413
1498.0,0.89686,0.31520,0.14070,0.86351,0.51547,0.31060,0.32578,0.19072,0.02654,0.08707,0.63820,0.11223,0.38289,0.46855,0.55421
1499.0,0.89688,0.31545,0.14074,0.86358,0.51599,0.31116,0.32590,0.19080,0.02655,0.08706,0.63894,0.11228,0.38300,0.46864,0.55429
1500.0,0.89689,0.31569,0.14079,0.86370,0.51649,0.31170,0.32601,0.19088,0.02655,0.08705,0.63965,0.11232,0.38310,0.46873,0.55437
1501.0,0.89692,0.31592,0.14083,0.86383,0.51696,0.31223,0.32613,0.19095,0.02656,0.08705,0.64034,0.11237,0.38321,0.46883,0.55445
1502.0,0.89693,0.31614,0.14087,0.86398,0.51748,0.31277,0.32625,0.19102,0.02657,0.08705,0.64100,0.11242,0.38332,0.46892,0.55452
1503.0,0.89694,0.31635,0.14091,0.86416,0.51804,0.31331,0.32638,0.19110,0.02658,0.08704,0.64164,0.11247,0.38344,0.46902,0.55460
1504.0,0.89696,0.31656,0.14095,0.86436,0.51852,0.31386,0.32651,0.19117,0.02658,0.08703,0.64225,0.11252,0.38355,0.46912,0.55469
1505.0,0.89695,0.31677,0.14098,0.86456,0.51894,0.31440,0.32664,0.19125,0.02658,0.08702,0.64283,0.11257,0.38367,0.46922,0.55476
1506.0,0.89692,0.31698,0.14102,0.86479,0.51938,0.31495,0.32677,0.19132,0.02658,0.08700,0.64337,0.11261,0.38378,0.46930,0.55483
1507.0,0.89689,0.31719,0.14105,0.86503,0.51984,0.31550,0.32689,0.19140,0.02657,0.08698,0.64388,0.11266,0.38389,0.46939,0.55489
1508.0,0.89684,0.31741,0.14108,0.86526,0.52027,0.31604,0.32702,0.19147,0.02657,0.08696,0.64438,0.11270,0.38400,0.46947,0.55495
1509.0,0.89684,0.31764,0.14112,0.86548,0.52066,0.31659,0.32714,0.19155,0.02658,0.08695,0.64486,0.11274,0.38411,0.46956,0.55502
1510.0,0.89687,0.31787,0.14116,0.86569,0.52110,0.31714,0.32726,0.19162,0.02658,0.08693,0.64533,0.11277,0.38422,0.46966,0.55510
1511.0,0.89690,0.31811,0.14119,0.86589,0.52158,0.31769,0.32737,0.19170,0.02658,0.08692,0.64579,0.11282,0.38432,0.46975,0.55518
1512.0,0.89696,0.31836,0.14123,0.86607,0.52203,0.31824,0.32749,0.19177,0.02658,0.08690,0.64624,0.11286,0.38443,0.46986,0.55528
1513.0,0.89701,0.31862,0.14127,0.86622,0.52245,0.31878,0.32760,0.19184,0.02658,0.08689,0.64667,0.11291,0.38454,0.46995,0.55536
1514.0,0.89706,0.31888,0.14131,0.86633,0.52288,0.31931,0.32772,0.19191,0.02658,0.08688,0.64710,0.11295,0.38466,0.47006,0.55546
1515.0,0.89710,0.31915,0.14135,0.86643,0.52334,0.31986,0.32785,0.19198,0.02659,0.08686,0.64750,0.11300,0.38477,0.47016,0.55555
1516.0,0.89713,0.31941,0.14139,0.86653,0.52377,0.32040,0.32797,0.19205,0.02659,0.08684,0.64790,0.11305,0.38489,0.47026,0.55564
1517.0,0.89716,0.31967,0.14143,0.86660,0.52415,0.32095,0.32810,0.19213,0.02660,0.08683,0.64829,0.11309,0.38500,0.47036,0.55572
1518.0,0.89718,0.31994,0.14147,0.86667,0.52453,0.32152,0.32822,0.19220,0.02661,0.08682,0.64867,0.11313,0.38511,0.47046,0.55580
1519.0,0.89722,0.32019,0.14151,0.86673,0.52491,0.32208,0.32834,0.19227,0.02661,0.08681,0.64903,0.11318,0.38522,0.47056,0.55589
1520.0,0.89724,0.32045,0.14155,0.86679,0.52526,0.32263,0.32845,0.19235,0.02662,0.08680,0.64936,0.11322,0.38533,0.47065,0.55597
1521.0,0.89729,0.32070,0.14159,0.86683,0.52553,0.32318,0.32857,0.19242,0.02662,0.08678,0.64967,0.11327,0.38544,0.47075,0.55606
1522.0,0.89738,0.32096,0.14163,0.86687,0.52583,0.32373,0.32868,0.19249,0.02662,0.08676,0.64994,0.11332,0.38555,0.47085,0.55616
1523.0,0.89745,0.32121,0.14167,0.86690,0.52617,0.32429,0.32879,0.19256,0.02662,0.08674,0.65018,0.11337,0.38566,0.47096,0.55625
1524.0,0.89754,0.32146,0.14172,0.86692,0.52651,0.32486,0.32890,0.19263,0.02662,0.08673,0.65040,0.11342,0.38576,0.47106,0.55636
1525.0,0.89763,0.32171,0.14176,0.86690,0.52681,0.32544,0.32900,0.19269,0.02662,0.08672,0.65059,0.11347,0.38587,0.47116,0.55645
1526.0,0.89771,0.32196,0.14180,0.86686,0.52713,0.32603,0.32911,0.19276,0.02663,0.08672,0.65075,0.11352,0.38597,0.47126,0.55655
1527.0,0.89778,0.32221,0.14185,0.86678,0.52755,0.32661,0.32922,0.19282,0.02663,0.08671,0.65087,0.11356,0.38608,0.47136,0.55665
1528.0,0.89787,0.32247,0.14189,0.86669,0.52796,0.32719,0.32933,0.19288,0.02663,0.08670,0.65097,0.11359,0.38618,0.47146,0.55674
1529.0,0.89793,0.32272,0.14194,0.86655,0.52836,0.32776,0.32943,0.19295,0.02663,0.08669,0.65105,0.11363,0.38628,0.47156,0.55683
1530.0,0.89798,0.32298,0.14198,0.86641,0.52878,0.32831,0.32953,0.19301,0.02662,0.08667,0.65112,0.11366,0.38638,0.47164,0.55691
1531.0,0.89802,0.32324,0.14203,0.86627,0.52925,0.32887,0.32964,0.19308,0.02662,0.08665,0.65117,0.11370,0.38648,0.47173,0.55699
1532.0,0.89804,0.32351,0.14207,0.86617,0.52971,0.32942,0.32974,0.19314,0.02662,0.08664,0.65120,0.11373,0.38657,0.47182,0.55706
1533.0,0.89808,0.32377,0.14212,0.86615,0.53013,0.32997,0.32986,0.19320,0.02663,0.08663,0.65121,0.11377,0.38668,0.47191,0.55715
1534.0,0.89811,0.32403,0.14216,0.86614,0.53056,0.33052,0.32998,0.19327,0.02663,0.08661,0.65121,0.11381,0.38679,0.47201,0.55723
1535.0,0.89816,0.32430,0.14221,0.86616,0.53104,0.33107,0.33010,0.19333,0.02664,0.08660,0.65121,0.11385,0.38691,0.47212,0.55733
1536.0,0.89822,0.32457,0.14225,0.86619,0.53151,0.33164,0.33022,0.19339,0.02664,0.08659,0.65120,0.11388,0.38702,0.47222,0.55742
1537.0,0.89830,0.32483,0.14230,0.86630,0.53190,0.33220,0.33034,0.19346,0.02664,0.08658,0.65119,0.11391,0.38714,0.47233,0.55752
1538.0,0.89839,0.32510,0.14234,0.86642,0.53230,0.33277,0.33046,0.19352,0.02664,0.08656,0.65115,0.11394,0.38725,0.47244,0.55763
1539.0,0.89847,0.32536,0.14238,0.86659,0.53275,0.33334,0.33058,0.19358,0.02664,0.08655,0.65108,0.11396,0.38737,0.47255,0.55774
1540.0,0.89856,0.32563,0.14242,0.86677,0.53319,0.33389,0.33070,0.19364,0.02665,0.08654,0.65100,0.11399,0.38749,0.47266,0.55784
1541.0,0.89863,0.32589,0.14246,0.86698,0.53362,0.33445,0.33081,0.19370,0.02665,0.08652,0.65093,0.11402,0.38759,0.47277,0.55794
1542.0,0.89870,0.32615,0.14250,0.86720,0.53405,0.33501,0.33091,0.19377,0.02666,0.08651,0.65085,0.11405,0.38769,0.47286,0.55803
1543.0,0.89876,0.32641,0.14253,0.86750,0.53454,0.33558,0.33101,0.19383,0.02666,0.08650,0.65078,0.11409,0.38779,0.47295,0.55811
1544.0,0.89883,0.32666,0.14257,0.86779,0.53503,0.33615,0.33112,0.19388,0.02666,0.08649,0.65070,0.11414,0.38789,0.47305,0.55820
1545.0,0.89885,0.32692,0.14260,0.86807,0.53548,0.33670,0.33123,0.19394,0.02666,0.08648,0.65061,0.11418,0.38799,0.47314,0.55828
1546.0,0.89881,0.32716,0.14263,0.86835,0.53593,0.33723,0.33135,0.19399,0.02666,0.08647,0.65050,0.11422,0.38809,0.47321,0.55833
1547.0,0.89880,0.32741,0.14267,0.86866,0.53643,0.33776,0.33146,0.19404,0.02666,0.08646,0.65039,0.11424,0.38820,0.47330,0.55840
1548.0,0.89874,0.32766,0.14270,0.86896,0.53692,0.33827,0.33157,0.19410,0.02666,0.08645,0.65028,0.11427,0.38829,0.47336,0.55844
1549.0,0.89872,0.32790,0.14273,0.86922,0.53736,0.33880,0.33167,0.19417,0.02666,0.08644,0.65016,0.11429,0.38838,0.47343,0.55849
1550.0,0.89873,0.32813,0.14277,0.86948,0.53781,0.33933,0.33177,0.19423,0.02666,0.08643,0.65004,0.11432,0.38847,0.47351,0.55855
1551.0,0.89875,0.32837,0.14280,0.86972,0.53831,0.33987,0.33187,0.19429,0.02667,0.08641,0.64993,0.11435,0.38856,0.47359,0.55862
1552.0,0.89879,0.32860,0.14284,0.86995,0.53880,0.34042,0.33197,0.19435,0.02667,0.08640,0.64982,0.11439,0.38865,0.47367,0.55870
1553.0,0.89883,0.32883,0.14287,0.87009,0.53923,0.34097,0.33206,0.19441,0.02667,0.08639,0.64971,0.11444,0.38874,0.47375,0.55877
1554.0,0.89888,0.32906,0.14291,0.87024,0.53967,0.34151,0.33216,0.19446,0.02668,0.08638,0.64959,0.11448,0.38883,0.47384,0.55885
1555.0,0.89894,0.32928,0.14294,0.87043,0.54015,0.34205,0.33225,0.19452,0.02668,0.08637,0.64947,0.11453,0.38892,0.47392,0.55893
1556.0,0.89901,0.32950,0.14298,0.87062,0.54063,0.34261,0.33235,0.19457,0.02669,0.08636,0.64934,0.11457,0.38902,0.47401,0.55901
1557.0,0.89907,0.32971,0.14301,0.87071,0.54106,0.34317,0.33245,0.19463,0.02670,0.08636,0.64923,0.11461,0.38912,0.47411,0.55910
1558.0,0.89914,0.32992,0.14304,0.87079,0.54150,0.34374,0.33256,0.19468,0.02671,0.08635,0.64912,0.11464,0.38922,0.47420,0.55919
1559.0,0.89919,0.33013,0.14307,0.87086,0.54203,0.34431,0.33266,0.19474,0.02671,0.08635,0.64903,0.11467,0.38931,0.47429,0.55927
1560.0,0.89920,0.33034,0.14310,0.87094,0.54255,0.34486,0.33276,0.19480,0.02672,0.08633,0.64894,0.11470,0.38941,0.47437,0.55934
1561.0,0.89919,0.33054,0.14313,0.87100,0.54298,0.34539,0.33286,0.19486,0.02671,0.08632,0.64888,0.11474,0.38949,0.47444,0.55939
1562.0,0.89917,0.33074,0.14316,0.87106,0.54340,0.34591,0.33296,0.19492,0.02671,0.08630,0.64882,0.11477,0.38958,0.47451,0.55944
1563.0,0.89916,0.33093,0.14318,0.87117,0.54387,0.34643,0.33305,0.19498,0.02671,0.08628,0.64878,0.11481,0.38966,0.47458,0.55950
1564.0,0.89915,0.33113,0.14321,0.87128,0.54435,0.34697,0.33315,0.19504,0.02671,0.08627,0.64875,0.11484,0.38975,0.47465,0.55955
1565.0,0.89914,0.33133,0.14324,0.87134,0.54477,0.34752,0.33325,0.19509,0.02671,0.08625,0.64872,0.11487,0.38984,0.47472,0.55960
1566.0,0.89917,0.33153,0.14326,0.87141,0.54519,0.34808,0.33335,0.19515,0.02671,0.08624,0.64869,0.11490,0.38993,0.47481,0.55968
1567.0,0.89921,0.33172,0.14329,0.87151,0.54565,0.34866,0.33346,0.19521,0.02671,0.08623,0.64865,0.11492,0.39003,0.47490,0.55976
1568.0,0.89928,0.33192,0.14332,0.87162,0.54611,0.34924,0.33357,0.19527,0.02671,0.08621,0.64860,0.11495,0.39014,0.47499,0.55985
1569.0,0.89937,0.33212,0.14334,0.87169,0.54654,0.34981,0.33367,0.19532,0.02671,0.08620,0.64853,0.11497,0.39024,0.47510,0.55995
1570.0,0.89944,0.33233,0.14336,0.87175,0.54696,0.35037,0.33378,0.19537,0.02671,0.08618,0.64845,0.11500,0.39035,0.47519,0.56004
1571.0,0.89950,0.33253,0.14339,0.87181,0.54742,0.35093,0.33389,0.19542,0.02671,0.08617,0.64833,0.11503,0.39045,0.47529,0.56013
1572.0,0.89952,0.33273,0.14341,0.87188,0.54787,0.35147,0.33399,0.19547,0.02671,0.08617,0.64819,0.11507,0.39054,0.47537,0.56020
1573.0,0.89951,0.33293,0.14343,0.87190,0.54832,0.35199,0.33410,0.19553,0.02671,0.08616,0.64802,0.11511,0.39064,0.47545,0.56026
1574.0,0.89950,0.33314,0.14345,0.87192,0.54877,0.35250,0.33420,0.19558,0.02672,0.08616,0.64782,0.11516,0.39073,0.47552,0.56032
1575.0,0.89945,0.33334,0.14347,0.87196,0.54928,0.35300,0.33430,0.19563,0.02673,0.08615,0.64759,0.11520,0.39081,0.47558,0.56036
1576.0,0.89941,0.33354,0.14349,0.87201,0.54980,0.35350,0.33439,0.19569,0.02673,0.08614,0.64732,0.11524,0.39090,0.47565,0.56040
1577.0,0.89937,0.33374,0.14351,0.87207,0.55027,0.35398,0.33449,0.19574,0.02673,0.08613,0.64701,0.11527,0.39098,0.47571,0.56045
1578.0,0.89933,0.33393,0.14353,0.87213,0.55074,0.35447,0.33460,0.19579,0.02673,0.08612,0.64664,0.11530,0.39107,0.47578,0.56049
1579.0,0.89927,0.33413,0.14354,0.87222,0.55125,0.35496,0.33470,0.19585,0.02674,0.08611,0.64622,0.11533,0.39116,0.47585,0.56053
1580.0,0.89924,0.33432,0.14356,0.87230,0.55177,0.35546,0.33481,0.19590,0.02674,0.08609,0.64577,0.11536,0.39125,0.47592,0.56058
1581.0,0.89922,0.33451,0.14357,0.87238,0.55224,0.35596,0.33492,0.19595,0.02674,0.08608,0.64528,0.11539,0.39135,0.47599,0.56064
1582.0,0.89920,0.33470,0.14359,0.87245,0.55271,0.35647,0.33502,0.19601,0.02674,0.08607,0.64478,0.11541,0.39144,0.47606,0.56069
1583.0,0.89920,0.33488,0.14360,0.87254,0.55320,0.35701,0.33512,0.19606,0.02675,0.08606,0.64425,0.11544,0.39153,0.47614,0.56075
1584.0,0.89917,0.33506,0.14361,0.87263,0.55369,0.35752,0.33521,0.19611,0.02675,0.08605,0.64371,0.11546,0.39161,0.47620,0.56079
1585.0,0.89912,0.33525,0.14363,0.87274,0.55412,0.35803,0.33531,0.19616,0.02675,0.08603,0.64316,0.11548,0.39169,0.47626,0.56083
1586.0,0.89907,0.33543,0.14364,0.87286,0.55455,0.35852,0.33541,0.19621,0.02675,0.08602,0.64259,0.11550,0.39177,0.47632,0.56087
1587.0,0.89898,0.33560,0.14365,0.87300,0.55502,0.35900,0.33551,0.19625,0.02674,0.08600,0.64201,0.11552,0.39186,0.47638,0.56090
1588.0,0.89893,0.33578,0.14366,0.87313,0.55550,0.35949,0.33563,0.19629,0.02674,0.08599,0.64141,0.11554,0.39196,0.47645,0.56095
1589.0,0.89886,0.33595,0.14368,0.87327,0.55595,0.36000,0.33574,0.19634,0.02675,0.08597,0.64080,0.11556,0.39205,0.47652,0.56099
1590.0,0.89883,0.33613,0.14369,0.87340,0.55639,0.36051,0.33584,0.19638,0.02675,0.08595,0.64017,0.11557,0.39214,0.47659,0.56104
1591.0,0.89883,0.33630,0.14370,0.87350,0.55690,0.36105,0.33594,0.19643,0.02675,0.08594,0.63951,0.11558,0.39223,0.47666,0.56109
1592.0,0.89882,0.33646,0.14372,0.87358,0.55743,0.36157,0.33603,0.19647,0.02675,0.08592,0.63882,0.11560,0.39231,0.47672,0.56114
1593.0,0.89882,0.33663,0.14373,0.87366,0.55790,0.36209,0.33611,0.19652,0.02675,0.08591,0.63810,0.11562,0.39238,0.47679,0.56120
1594.0,0.89881,0.33679,0.14375,0.87373,0.55836,0.36259,0.33620,0.19656,0.02674,0.08590,0.63734,0.11564,0.39246,0.47685,0.56124
1595.0,0.89879,0.33695,0.14376,0.87371,0.55887,0.36309,0.33629,0.19660,0.02674,0.08589,0.63652,0.11567,0.39254,0.47691,0.56129
1596.0,0.89876,0.33711,0.14377,0.87367,0.55938,0.36357,0.33638,0.19665,0.02674,0.08588,0.63566,0.11570,0.39262,0.47697,0.56133
1597.0,0.89873,0.33726,0.14378,0.87363,0.55985,0.36402,0.33647,0.19669,0.02675,0.08587,0.63475,0.11572,0.39270,0.47704,0.56137
1598.0,0.89869,0.33741,0.14379,0.87359,0.56031,0.36448,0.33657,0.19673,0.02675,0.08586,0.63378,0.11574,0.39278,0.47710,0.56142
1599.0,0.89862,0.33756,0.14380,0.87356,0.56081,0.36492,0.33667,0.19677,0.02675,0.08585,0.63275,0.11576,0.39286,0.47716,0.56145
1600.0,0.89861,0.33771,0.14381,0.87354,0.56131,0.36539,0.33677,0.19681,0.02675,0.08585,0.63168,0.11578,0.39295,0.47723,0.56151
1601.0,0.89864,0.33785,0.14382,0.87352,0.56177,0.36588,0.33687,0.19685,0.02675,0.08584,0.63056,0.11579,0.39305,0.47731,0.56158
1602.0,0.89866,0.33800,0.14383,0.87351,0.56223,0.36636,0.33697,0.19690,0.02674,0.08583,0.62939,0.11580,0.39314,0.47739,0.56165
1603.0,0.89874,0.33814,0.14384,0.87352,0.56273,0.36687,0.33707,0.19694,0.02674,0.08581,0.62815,0.11581,0.39323,0.47748,0.56174
1604.0,0.89875,0.33829,0.14385,0.87353,0.56323,0.36736,0.33716,0.19698,0.02674,0.08580,0.62682,0.11582,0.39332,0.47756,0.56180
1605.0,0.89872,0.33843,0.14386,0.87351,0.56369,0.36785,0.33726,0.19702,0.02674,0.08578,0.62538,0.11583,0.39340,0.47762,0.56184
1606.0,0.89868,0.33857,0.14387,0.87349,0.56415,0.36831,0.33735,0.19706,0.02674,0.08577,0.62379,0.11584,0.39348,0.47768,0.56188
1607.0,0.89857,0.33871,0.14388,0.87353,0.56466,0.36876,0.33745,0.19709,0.02675,0.08576,0.62205,0.11585,0.39356,0.47773,0.56190
1608.0,0.89852,0.33885,0.14388,0.87358,0.56519,0.36921,0.33755,0.19713,0.02676,0.08575,0.62012,0.11586,0.39364,0.47779,0.56194
1609.0,0.89848,0.33899,0.14389,0.87358,0.56562,0.36965,0.33765,0.19717,0.02676,0.08574,0.61798,0.11587,0.39373,0.47786,0.56198
1610.0,0.89845,0.33912,0.14390,0.87357,0.56603,0.37011,0.33775,0.19721,0.02677,0.08573,0.61560,0.11589,0.39382,0.47792,0.56203
1611.0,0.89845,0.33926,0.14390,0.87359,0.56651,0.37057,0.33784,0.19725,0.02677,0.08571,0.61294,0.11590,0.39390,0.47799,0.56209
1612.0,0.89845,0.33939,0.14390,0.87362,0.56700,0.37104,0.33793,0.19730,0.02677,0.08570,0.60996,0.11591,0.39398,0.47806,0.56214
1613.0,0.89845,0.33953,0.14391,0.87369,0.56745,0.37153,0.33802,0.19733,0.02677,0.08568,0.60663,0.11592,0.39406,0.47813,0.56219
1614.0,0.89846,0.33966,0.14391,0.87377,0.56788,0.37202,0.33811,0.19737,0.02677,0.08567,0.60291,0.11593,0.39414,0.47820,0.56225
1615.0,0.89848,0.33979,0.14391,0.87385,0.56837,0.37253,0.33820,0.19741,0.02677,0.08566,0.59877,0.11594,0.39423,0.47827,0.56231
1616.0,0.89852,0.33992,0.14392,0.87393,0.56887,0.37305,0.33828,0.19744,0.02677,0.08565,0.59421,0.11595,0.39431,0.47834,0.56238
1617.0,0.89859,0.34005,0.14392,0.87401,0.56932,0.37358,0.33837,0.19747,0.02677,0.08563,0.58920,0.11596,0.39439,0.47842,0.56246
1618.0,0.89862,0.34018,0.14393,0.87410,0.56977,0.37408,0.33845,0.19750,0.02676,0.08561,0.58376,0.11596,0.39447,0.47849,0.56252
1619.0,0.89867,0.34031,0.14393,0.87419,0.57024,0.37458,0.33853,0.19753,0.02676,0.08559,0.57792,0.11597,0.39454,0.47857,0.56259
1620.0,0.89869,0.34043,0.14394,0.87428,0.57073,0.37508,0.33861,0.19757,0.02676,0.08557,0.57169,0.11597,0.39462,0.47863,0.56264
1621.0,0.89867,0.34056,0.14394,0.87434,0.57114,0.37557,0.33869,0.19761,0.02676,0.08555,0.56515,0.11596,0.39469,0.47869,0.56268
1622.0,0.89866,0.34068,0.14395,0.87439,0.57154,0.37605,0.33878,0.19765,0.02677,0.08554,0.55839,0.11596,0.39477,0.47875,0.56273
1623.0,0.89864,0.34079,0.14395,0.87444,0.57200,0.37655,0.33887,0.19770,0.02677,0.08553,0.55148,0.11597,0.39484,0.47881,0.56278
1624.0,0.89863,0.34091,0.14395,0.87449,0.57246,0.37703,0.33896,0.19774,0.02677,0.08552,0.54455,0.11597,0.39493,0.47888,0.56283
1625.0,0.89864,0.34102,0.14395,0.87453,0.57288,0.37750,0.33906,0.19778,0.02677,0.08551,0.53772,0.11599,0.39502,0.47895,0.56289
1626.0,0.89864,0.34113,0.14395,0.87457,0.57328,0.37797,0.33916,0.19781,0.02677,0.08549,0.53112,0.11600,0.39511,0.47903,0.56295
1627.0,0.89865,0.34124,0.14395,0.87456,0.57369,0.37844,0.33926,0.19785,0.02676,0.08548,0.52486,0.11602,0.39520,0.47911,0.56302
1628.0,0.89866,0.34136,0.14395,0.87455,0.57410,0.37891,0.33935,0.19788,0.02676,0.08546,0.51906,0.11604,0.39528,0.47918,0.56307
1629.0,0.89865,0.34147,0.14394,0.87457,0.57448,0.37937,0.33944,0.19792,0.02676,0.08545,0.51381,0.11606,0.39537,0.47925,0.56313
1630.0,0.89863,0.34158,0.14393,0.87459,0.57487,0.37983,0.33953,0.19796,0.02677,0.08545,0.50914,0.11608,0.39544,0.47931,0.56317
1631.0,0.89860,0.34169,0.14392,0.87461,0.57531,0.38029,0.33961,0.19800,0.02677,0.08543,0.50508,0.11609,0.39551,0.47936,0.56321
1632.0,0.89858,0.34180,0.14392,0.87462,0.57576,0.38075,0.33970,0.19803,0.02678,0.08542,0.50164,0.11610,0.39559,0.47942,0.56325
1633.0,0.89853,0.34192,0.14391,0.87461,0.57620,0.38120,0.33978,0.19807,0.02678,0.08541,0.49875,0.11611,0.39565,0.47947,0.56328
1634.0,0.89852,0.34204,0.14390,0.87461,0.57663,0.38166,0.33987,0.19810,0.02678,0.08539,0.49637,0.11612,0.39573,0.47953,0.56333
1635.0,0.89853,0.34215,0.14389,0.87464,0.57711,0.38213,0.33996,0.19813,0.02679,0.08538,0.49441,0.11614,0.39581,0.47960,0.56339
1636.0,0.89854,0.34227,0.14389,0.87467,0.57759,0.38259,0.34005,0.19816,0.02679,0.08537,0.49276,0.11615,0.39590,0.47967,0.56345
1637.0,0.89858,0.34239,0.14388,0.87467,0.57805,0.38305,0.34014,0.19819,0.02680,0.08535,0.49132,0.11617,0.39599,0.47975,0.56352
1638.0,0.89860,0.34251,0.14388,0.87466,0.57851,0.38351,0.34023,0.19822,0.02680,0.08533,0.48997,0.11619,0.39607,0.47982,0.56358
1639.0,0.89860,0.34263,0.14387,0.87464,0.57899,0.38396,0.34033,0.19825,0.02680,0.08531,0.48865,0.11620,0.39615,0.47989,0.56363
1640.0,0.89861,0.34275,0.14387,0.87463,0.57948,0.38441,0.34042,0.19827,0.02679,0.08529,0.48727,0.11621,0.39624,0.47996,0.56369
1641.0,0.89863,0.34286,0.14386,0.87463,0.57992,0.38486,0.34051,0.19830,0.02679,0.08528,0.48576,0.11622,0.39632,0.48004,0.56376
